,grid_id,x,y,visitors
471,7314,71.0,51.0,3
472,7315,72.0,51.0,1
473,7316,73.0,51.0,6
474,7317,74.0,51.0,1
475,7318,75.0,51.0,15
476,7319,76.0,51.0,17
477,7320,77.0,51.0,1
478,7321,78.0,51.0,14
479,7322,79.0,51.0,38
480,7323,80.0,51.0,7
481,7324,81.0,51.0,6
482,7390,5.0,52.0,3
483,7391,6.0,52.0,2
484,7400,15.0,52.0,1
485,7402,17.0,52.0,2
486,7406,21.0,52.0,2
487,7413,28.0,52.0,4
488,7414,29.0,52.0,2
489,7415,30.0,52.0,1
490,7416,31.0,52.0,6
491,7420,35.0,52.0,2
492,7421,36.0,52.0,5
493,7422,37.0,52.0,2
494,7423,38.0,52.0,5
495,7427,42.0,52.0,3
496,7428,43.0,52.0,6
497,7429,44.0,52.0,1
498,7431,46.0,52.0,1
499,7432,47.0,52.0,10
500,7433,48.0,52.0,4
501,7434,49.0,52.0,4
502,7435,50.0,52.0,5
503,7437,52.0,52.0,7
504,7438,53.0,52.0,9
505,7439,54.0,52.0,20
506,7440,55.0,52.0,5
507,7442,57.0,52.0,5
508,7445,60.0,52.0,1
509,7452,67.0,52.0,6
510,7453,68.0,52.0,5
511,7454,69.0,52.0,3
512,7455,70.0,52.0,4
513,7456,71.0,52.0,19
514,7457,72.0,52.0,35
515,7458,73.0,52.0,66
516,7459,74.0,52.0,11
517,7460,75.0,52.0,27
518,7461,76.0,52.0,47
519,7462,77.0,52.0,39
