,grid_id,x,y,visitors
948,9005,58.0,63.0,23
949,9006,59.0,63.0,18
950,9007,60.0,63.0,5
951,9008,61.0,63.0,9
952,9009,62.0,63.0,25
953,9010,63.0,63.0,24
954,9011,64.0,63.0,19
955,9012,65.0,63.0,21
956,9013,66.0,63.0,18
957,9014,67.0,63.0,13
958,9015,68.0,63.0,9
959,9016,69.0,63.0,18
960,9017,70.0,63.0,36
961,9018,71.0,63.0,58
962,9019,72.0,63.0,78
963,9020,73.0,63.0,85
964,9021,74.0,63.0,42
965,9022,75.0,63.0,1
966,9023,76.0,63.0,10
967,9024,77.0,63.0,39
968,9025,78.0,63.0,11
969,9026,79.0,63.0,1
970,9028,81.0,63.0,10
971,9029,82.0,63.0,11
972,9030,83.0,63.0,25
973,9031,84.0,63.0,11
974,9032,85.0,63.0,4
975,9033,86.0,63.0,1
976,9090,1.0,64.0,4
977,9091,2.0,64.0,1
978,9092,3.0,64.0,1
979,9093,4.0,64.0,8
980,9095,6.0,64.0,3
981,9096,7.0,64.0,1
982,9098,9.0,64.0,17
983,9099,10.0,64.0,47
984,9100,11.0,64.0,2
985,9102,13.0,64.0,1
986,9112,23.0,64.0,1
987,9114,25.0,64.0,3
988,9117,28.0,64.0,1
989,9118,29.0,64.0,1
990,9119,30.0,64.0,4
991,9120,31.0,64.0,1
992,9122,33.0,64.0,5
993,9123,34.0,64.0,3
994,9124,35.0,64.0,13
995,9125,36.0,64.0,27
996,9126,37.0,64.0,66
997,9127,38.0,64.0,15
998,9128,39.0,64.0,2
999,9129,40.0,64.0,4
1000,9137,48.0,64.0,2
1001,9141,52.0,64.0,5
1002,9142,53.0,64.0,5
1003,9143,54.0,64.0,14
1004,9144,55.0,64.0,2
1005,9145,56.0,64.0,13
1006,9146,57.0,64.0,21
1007,9147,58.0,64.0,9
1008,9148,59.0,64.0,7
1009,9149,60.0,64.0,5
1010,9150,61.0,64.0,6
1011,9151,62.0,64.0,43
1012,9152,63.0,64.0,18
1013,9153,64.0,64.0,10
1014,9154,65.0,64.0,30
1015,9155,66.0,64.0,12
1016,9156,67.0,64.0,10
1017,9157,68.0,64.0,31
1018,9158,69.0,64.0,30
1019,9159,70.0,64.0,17
1020,9160,71.0,64.0,63
1021,9161,72.0,64.0,38
1022,9162,73.0,64.0,67
1023,9163,74.0,64.0,34
1024,9164,75.0,64.0,114
1025,9165,76.0,64.0,21
1026,9166,77.0,64.0,22
1027,9167,78.0,64.0,43
1028,9168,79.0,64.0,11
1029,9170,81.0,64.0,9
1030,9171,82.0,64.0,6
1031,9172,83.0,64.0,37
1032,9173,84.0,64.0,13
1033,9174,85.0,64.0,30
1034,9175,86.0,64.0,13
1035,9376,3.0,66.0,10
1037,9382,9.0,66.0,10
1038,9383,10.0,66.0,37
1039,9386,13.0,66.0,12
1040,9388,15.0,66.0,6
1041,9389,16.0,66.0,1
1042,9402,29.0,66.0,18
1043,9403,30.0,66.0,3
1044,9404,31.0,66.0,3
1045,9408,35.0,66.0,5
1046,9409,36.0,66.0,1
1047,9410,37.0,66.0,2
1048,9412,39.0,66.0,4
1049,9413,40.0,66.0,1
1050,9414,41.0,66.0,3
1051,9420,47.0,66.0,1
1052,9424,51.0,66.0,11
1053,9425,52.0,66.0,4
1054,9426,53.0,66.0,34
1055,9427,54.0,66.0,95
1056,9428,55.0,66.0,27
1057,9429,56.0,66.0,60
1058,9430,57.0,66.0,34
1059,9431,58.0,66.0,3
1060,9432,59.0,66.0,11
1061,9433,60.0,66.0,18
1062,9434,61.0,66.0,27
1063,9435,62.0,66.0,34
1064,9436,63.0,66.0,32
1065,9437,64.0,66.0,12
1066,9438,65.0,66.0,7
1067,9439,66.0,66.0,20
1068,9440,67.0,66.0,13
1069,9441,68.0,66.0,29
1070,9442,69.0,66.0,5
1071,9443,70.0,66.0,23
1072,9444,71.0,66.0,35
1073,9445,72.0,66.0,24
1074,9446,73.0,66.0,15
1075,9447,74.0,66.0,14
1076,9448,75.0,66.0,29
1077,9449,76.0,66.0,5
1078,9450,77.0,66.0,31
1079,9451,78.0,66.0,40
1080,9452,79.0,66.0,54
1081,9453,80.0,66.0,24
1082,9454,81.0,66.0,2
1083,9455,82.0,66.0,3
1084,9456,83.0,66.0,7
1085,9457,84.0,66.0,14
1086,9458,85.0,66.0,24
1087,9459,86.0,66.0,18
1088,9460,87.0,66.0,8
1089,9461,88.0,66.0,9
1090,9462,89.0,66.0,1
1091,9522,7.0,67.0,3
1092,9525,10.0,67.0,4
1093,9531,16.0,67.0,2
1094,9532,17.0,67.0,1
1095,9535,20.0,67.0,1
1096,9536,21.0,67.0,19
1097,9540,25.0,67.0,8
1098,9542,27.0,67.0,1
1099,9554,39.0,67.0,3
1100,9557,42.0,67.0,1
1101,9558,43.0,67.0,4
1102,9559,44.0,67.0,7
1103,9564,49.0,67.0,4
1104,9567,52.0,67.0,8
1105,9568,53.0,67.0,18
1106,9569,54.0,67.0,10
1107,9570,55.0,67.0,6
1108,9571,56.0,67.0,15
1109,9572,57.0,67.0,2
1110,9573,58.0,67.0,2
1111,9574,59.0,67.0,12
1112,9575,60.0,67.0,49
1113,9576,61.0,67.0,5
1114,9577,62.0,67.0,41
1115,9578,63.0,67.0,10
1116,9579,64.0,67.0,7
1117,9580,65.0,67.0,21
1118,9581,66.0,67.0,49
1119,9582,67.0,67.0,44
1120,9583,68.0,67.0,38
1121,9584,69.0,67.0,59
1122,9585,70.0,67.0,20
1123,9586,71.0,67.0,48
1124,9587,72.0,67.0,33
1125,9588,73.0,67.0,11
1126,9589,74.0,67.0,30
1127,9590,75.0,67.0,22
1128,9591,76.0,67.0,29
1129,9592,77.0,67.0,71
1130,9593,78.0,67.0,9
1131,9594,79.0,67.0,20
1132,9595,80.0,67.0,14
1133,9596,81.0,67.0,29
1134,9597,82.0,67.0,18
1135,9598,83.0,67.0,25
1136,9599,84.0,67.0,37
1137,9600,85.0,67.0,19
1138,9601,86.0,67.0,9
1139,9602,87.0,67.0,13
1140,9603,88.0,67.0,29
1141,9604,89.0,67.0,133
1142,9605,90.0,67.0,174
1143,9606,91.0,67.0,17
1145,9666,9.0,68.0,1
1146,9667,10.0,68.0,3
1147,9678,21.0,68.0,22
1148,9679,22.0,68.0,4
1149,9680,23.0,68.0,5
1150,9683,26.0,68.0,6
1151,9686,29.0,68.0,3
1152,9688,31.0,68.0,3
1153,9691,34.0,68.0,6
1154,9706,49.0,68.0,7
1155,9709,52.0,68.0,27
1156,9710,53.0,68.0,14
1157,9711,54.0,68.0,23
1158,9712,55.0,68.0,46
1159,9713,56.0,68.0,10
1160,9714,57.0,68.0,8
1161,9717,60.0,68.0,9
1162,9718,61.0,68.0,40
1163,9719,62.0,68.0,115
1164,9720,63.0,68.0,5
1165,9721,64.0,68.0,12
1166,9722,65.0,68.0,11
1167,9723,66.0,68.0,33
1168,9724,67.0,68.0,29
1169,9725,68.0,68.0,8
1170,9726,69.0,68.0,16
1171,9727,70.0,68.0,34
1172,9728,71.0,68.0,30
1173,9729,72.0,68.0,13
1174,9730,73.0,68.0,13
1175,9731,74.0,68.0,46
1176,9732,75.0,68.0,26
1177,9733,76.0,68.0,28
1178,9734,77.0,68.0,11
1179,9735,78.0,68.0,18
1180,9736,79.0,68.0,17
1181,9737,80.0,68.0,17
1182,9738,81.0,68.0,10
1183,9739,82.0,68.0,27
1184,9740,83.0,68.0,43
1185,9741,84.0,68.0,10
1186,9742,85.0,68.0,12
1187,9743,86.0,68.0,17
1188,9744,87.0,68.0,16
1189,9745,88.0,68.0,18
1190,9746,89.0,68.0,49
1191,9747,90.0,68.0,44
1192,9748,91.0,68.0,27
1193,9749,92.0,68.0,17
1194,9750,93.0,68.0,6
1195,9752,95.0,68.0,28
1196,9801,2.0,69.0,4
1197,9802,3.0,69.0,6
1198,9808,9.0,69.0,1
1199,9818,19.0,69.0,1
1200,9819,20.0,69.0,8
1201,9825,26.0,69.0,2
1202,9846,47.0,69.0,2
1203,9848,49.0,69.0,3
1204,9849,50.0,69.0,11
1205,9850,51.0,69.0,6
1206,9851,52.0,69.0,3
1207,9852,53.0,69.0,49
1208,9853,54.0,69.0,10
1209,9854,55.0,69.0,27
1210,9855,56.0,69.0,22
1211,9856,57.0,69.0,10
1212,9857,58.0,69.0,37
1213,9858,59.0,69.0,13
1214,9859,60.0,69.0,34
1215,9860,61.0,69.0,9
1216,9861,62.0,69.0,31
1217,9862,63.0,69.0,10
1218,9863,64.0,69.0,21
1219,9864,65.0,69.0,42
1220,9865,66.0,69.0,34
1221,9866,67.0,69.0,22
1222,9867,68.0,69.0,15
1223,9868,69.0,69.0,6
1224,9869,70.0,69.0,17
1225,9870,71.0,69.0,30
1226,9871,72.0,69.0,2
1227,9872,73.0,69.0,6
1228,9873,74.0,69.0,13
1229,9874,75.0,69.0,16
1230,9875,76.0,69.0,12
1231,9876,77.0,69.0,19
1232,9877,78.0,69.0,8
1233,9878,79.0,69.0,20
1234,9879,80.0,69.0,26
1235,9880,81.0,69.0,35
1236,9881,82.0,69.0,41
1237,9882,83.0,69.0,21
1238,9883,84.0,69.0,30
1239,9884,85.0,69.0,4
1240,9885,86.0,69.0,10
1241,9886,87.0,69.0,26
1242,9887,88.0,69.0,40
1243,9888,89.0,69.0,92
1244,9889,90.0,69.0,28
1245,9890,91.0,69.0,13
1246,9891,92.0,69.0,7
1247,9892,93.0,69.0,20
1248,9893,94.0,69.0,32
1249,9943,2.0,70.0,1
1250,9950,9.0,70.0,1
1251,9953,12.0,70.0,7
1253,9958,17.0,70.0,1
1254,9959,18.0,70.0,4
1255,9961,20.0,70.0,2
1256,9968,27.0,70.0,1
1257,9988,47.0,70.0,2
1258,9991,50.0,70.0,3
1259,9992,51.0,70.0,19
1260,9993,52.0,70.0,10
1261,9994,53.0,70.0,28
1262,9995,54.0,70.0,31
1263,9996,55.0,70.0,58
1264,9997,56.0,70.0,25
1265,9998,57.0,70.0,34
1266,9999,58.0,70.0,21
1267,10000,59.0,70.0,27
1268,10001,60.0,70.0,7
1269,10002,61.0,70.0,8
1270,10003,62.0,70.0,7
1271,10004,63.0,70.0,27
1272,10005,64.0,70.0,17
1273,10006,65.0,70.0,40
1274,10007,66.0,70.0,22
1275,10008,67.0,70.0,4
1276,10009,68.0,70.0,40
1277,10010,69.0,70.0,22
1278,10011,70.0,70.0,22
1279,10012,71.0,70.0,55
1280,10013,72.0,70.0,5
1281,10014,73.0,70.0,3
1282,10015,74.0,70.0,18
1283,10016,75.0,70.0,17
1284,10017,76.0,70.0,21
1285,10018,77.0,70.0,44
1286,10019,78.0,70.0,6
1287,10020,79.0,70.0,25
1288,10021,80.0,70.0,45
1289,10022,81.0,70.0,12
1290,10023,82.0,70.0,21
1291,10024,83.0,70.0,22
1292,10025,84.0,70.0,30
1293,10026,85.0,70.0,25
1294,10027,86.0,70.0,23
1295,10028,87.0,70.0,5
1296,10029,88.0,70.0,106
1297,10030,89.0,70.0,35
1298,10031,90.0,70.0,16
1299,10032,91.0,70.0,16
1300,10033,92.0,70.0,13
1301,10034,93.0,70.0,10
1302,10035,94.0,70.0,15
1303,10036,95.0,70.0,25
1304,10037,96.0,70.0,3
1305,10038,97.0,70.0,5
1307,10040,99.0,70.0,11
1308,10084,1.0,71.0,4
1309,10085,2.0,71.0,3
1310,10088,5.0,71.0,1
1311,10092,9.0,71.0,1
1312,10102,19.0,71.0,2
1313,10122,39.0,71.0,5
1314,10128,45.0,71.0,4
1315,10134,51.0,71.0,7
1316,10135,52.0,71.0,4
1317,10136,53.0,71.0,7
1318,10137,54.0,71.0,54
1319,10138,55.0,71.0,93
1320,10139,56.0,71.0,44
1321,10140,57.0,71.0,50
1322,10141,58.0,71.0,3
1323,10142,59.0,71.0,2
1324,10143,60.0,71.0,36
1325,10144,61.0,71.0,27
1326,10145,62.0,71.0,56
1327,10146,63.0,71.0,52
1328,10147,64.0,71.0,50
1329,10148,65.0,71.0,42
1330,10149,66.0,71.0,70
1331,10150,67.0,71.0,9
1332,10151,68.0,71.0,36
1333,10152,69.0,71.0,33
1334,10153,70.0,71.0,16
1335,10154,71.0,71.0,48
1336,10155,72.0,71.0,6
1337,10156,73.0,71.0,11
1338,10157,74.0,71.0,17
1339,10158,75.0,71.0,15
1340,10159,76.0,71.0,19
1341,10160,77.0,71.0,28
1342,10161,78.0,71.0,22
1343,10162,79.0,71.0,21
1344,10163,80.0,71.0,24
1345,10164,81.0,71.0,10
1346,10165,82.0,71.0,20
1347,10166,83.0,71.0,31
1348,10167,84.0,71.0,10
1349,10168,85.0,71.0,18
1350,10169,86.0,71.0,41
1351,10170,87.0,71.0,76
1352,10171,88.0,71.0,14
1353,10172,89.0,71.0,6
1354,10173,90.0,71.0,1
1355,10174,91.0,71.0,9
1356,10175,92.0,71.0,12
1357,10176,93.0,71.0,4
1358,10177,94.0,71.0,3
1359,10178,95.0,71.0,9
1360,10179,96.0,71.0,9
1361,10180,97.0,71.0,25
1362,10181,98.0,71.0,23
1363,10182,99.0,71.0,11
1364,10183,100.0,71.0,1
1365,10226,1.0,72.0,2
1366,10230,5.0,72.0,1
1367,10248,23.0,72.0,4
1368,10252,27.0,72.0,3
1369,10256,31.0,72.0,3
1370,10258,33.0,72.0,1
1371,10261,36.0,72.0,1
1372,10275,50.0,72.0,7
1373,10276,51.0,72.0,1
1374,10277,52.0,72.0,4
1375,10279,54.0,72.0,23
1376,10280,55.0,72.0,15
1377,10281,56.0,72.0,29
1378,10282,57.0,72.0,5
1379,10283,58.0,72.0,1
1380,10285,60.0,72.0,51
1381,10286,61.0,72.0,6
1382,10287,62.0,72.0,18
1383,10288,63.0,72.0,33
1384,10289,64.0,72.0,19
1385,10290,65.0,72.0,4
1386,10291,66.0,72.0,52
1387,10292,67.0,72.0,10
1388,10293,68.0,72.0,18
1389,10294,69.0,72.0,14
1390,10295,70.0,72.0,9
1391,10296,71.0,72.0,27
1392,10297,72.0,72.0,20
1393,10298,73.0,72.0,18
1394,10299,74.0,72.0,2
1395,10300,75.0,72.0,4
1396,10301,76.0,72.0,7
1397,10302,77.0,72.0,6
1398,10303,78.0,72.0,9
1399,10304,79.0,72.0,10
1400,10305,80.0,72.0,28
1401,10306,81.0,72.0,7
1402,10307,82.0,72.0,24
1403,10308,83.0,72.0,17
1404,10309,84.0,72.0,22
1405,10310,85.0,72.0,8
1406,10311,86.0,72.0,16
1407,10312,87.0,72.0,23
1408,10313,88.0,72.0,16
1409,10314,89.0,72.0,1
1410,10315,90.0,72.0,5
1411,10316,91.0,72.0,13
1412,10317,92.0,72.0,10
1413,10318,93.0,72.0,12
1414,10319,94.0,72.0,10
1415,10320,95.0,72.0,24
1416,10321,96.0,72.0,14
1417,10322,97.0,72.0,4
1418,10323,98.0,72.0,28
1419,10324,99.0,72.0,39
1420,10325,100.0,72.0,14
1421,10326,101.0,72.0,8
1422,10378,11.0,73.0,1
1423,10379,12.0,73.0,2
1424,10383,16.0,73.0,11
1425,10384,17.0,73.0,1
1426,10385,18.0,73.0,3
1427,10393,26.0,73.0,2
1428,10398,31.0,73.0,3
1429,10415,48.0,73.0,2
1430,10417,50.0,73.0,1
1431,10418,51.0,73.0,2
1432,10419,52.0,73.0,10
1433,10420,53.0,73.0,7
1434,10421,54.0,73.0,3
1435,10422,55.0,73.0,10
1436,10423,56.0,73.0,18
1437,10424,57.0,73.0,37
1438,10425,58.0,73.0,7
1439,10426,59.0,73.0,18
1440,10427,60.0,73.0,9
1441,10428,61.0,73.0,7
1442,10429,62.0,73.0,21
1443,10430,63.0,73.0,9
1444,10431,64.0,73.0,27
1445,10432,65.0,73.0,10
1446,10433,66.0,73.0,54
1447,10434,67.0,73.0,17
1448,10435,68.0,73.0,35
1449,10436,69.0,73.0,3
1450,10437,70.0,73.0,8
1451,10438,71.0,73.0,12
1452,10439,72.0,73.0,14
1453,10440,73.0,73.0,13
1454,10441,74.0,73.0,18
1455,10442,75.0,73.0,7
1456,10443,76.0,73.0,20
1457,10444,77.0,73.0,34
1458,10445,78.0,73.0,29
1459,10446,79.0,73.0,13
1460,10447,80.0,73.0,12
1461,10448,81.0,73.0,12
1462,10449,82.0,73.0,20
1463,10450,83.0,73.0,25
1464,10451,84.0,73.0,22
1465,10452,85.0,73.0,17
1466,10453,86.0,73.0,21
1467,10454,87.0,73.0,13
1468,10455,88.0,73.0,31
1469,10456,89.0,73.0,29
1470,10457,90.0,73.0,6
1471,10458,91.0,73.0,4
1472,10459,92.0,73.0,11
1473,10460,93.0,73.0,22
1474,10461,94.0,73.0,12
1475,10462,95.0,73.0,27
1476,10463,96.0,73.0,31
1477,10464,97.0,73.0,16
1478,10465,98.0,73.0,32
1479,10466,99.0,73.0,28
1480,10467,100.0,73.0,81
1481,10468,101.0,73.0,32
1482,10469,102.0,73.0,8
1484,10536,27.0,74.0,5
1485,10540,31.0,74.0,11
1486,10546,37.0,74.0,1
1487,10555,46.0,74.0,1
1488,10561,52.0,74.0,3
1489,10563,54.0,74.0,9
1490,10564,55.0,74.0,19
1491,10565,56.0,74.0,22
1492,10566,57.0,74.0,17
1493,10567,58.0,74.0,28
1494,10568,59.0,74.0,36
1495,10569,60.0,74.0,58
1496,10570,61.0,74.0,11
1497,10571,62.0,74.0,8
1498,10572,63.0,74.0,25
1499,10573,64.0,74.0,16
1500,10574,65.0,74.0,18
1501,10575,66.0,74.0,34
1502,10576,67.0,74.0,25
1503,10577,68.0,74.0,16
1504,10578,69.0,74.0,33
1505,10579,70.0,74.0,17
1506,10580,71.0,74.0,24
1507,10581,72.0,74.0,11
1508,10582,73.0,74.0,14
1509,10583,74.0,74.0,24
1510,10584,75.0,74.0,36
1511,10585,76.0,74.0,17
1512,10586,77.0,74.0,25
1513,10587,78.0,74.0,39
1514,10588,79.0,74.0,20
1515,10589,80.0,74.0,22
1516,10590,81.0,74.0,23
1517,10591,82.0,74.0,26
1518,10592,83.0,74.0,16
1519,10593,84.0,74.0,9
1520,10594,85.0,74.0,10
1521,10595,86.0,74.0,33
1522,10596,87.0,74.0,11
1523,10597,88.0,74.0,9
1524,10598,89.0,74.0,31
1525,10599,90.0,74.0,8
1526,10600,91.0,74.0,7
1527,10601,92.0,74.0,4
1528,10602,93.0,74.0,6
1529,10603,94.0,74.0,15
1530,10604,95.0,74.0,17
1531,10605,96.0,74.0,35
1532,10606,97.0,74.0,37
1533,10607,98.0,74.0,32
1534,10608,99.0,74.0,26
1535,10609,100.0,74.0,38
1536,10610,101.0,74.0,28
1537,10611,102.0,74.0,12
1538,10804,11.0,76.0,2
1539,10812,19.0,76.0,1
1540,10824,31.0,76.0,2
1541,10833,40.0,76.0,2
1542,10835,42.0,76.0,1
1543,10838,45.0,76.0,1
1544,10839,46.0,76.0,1
1545,10844,51.0,76.0,1
1546,10847,54.0,76.0,4
1547,10848,55.0,76.0,20
1548,10849,56.0,76.0,8
1549,10850,57.0,76.0,11
1550,10851,58.0,76.0,19
1551,10852,59.0,76.0,51
1552,10853,60.0,76.0,47
1553,10854,61.0,76.0,23
1554,10855,62.0,76.0,32
1555,10856,63.0,76.0,51
1556,10857,64.0,76.0,10
1557,10858,65.0,76.0,3
1558,10859,66.0,76.0,19
1559,10860,67.0,76.0,10
1560,10861,68.0,76.0,2
1561,10862,69.0,76.0,14
1562,10863,70.0,76.0,10
1563,10864,71.0,76.0,10
1564,10865,72.0,76.0,8
1565,10866,73.0,76.0,28
1566,10867,74.0,76.0,24
1567,10868,75.0,76.0,4
1568,10869,76.0,76.0,16
1569,10870,77.0,76.0,22
1570,10871,78.0,76.0,22
1571,10872,79.0,76.0,22
1572,10873,80.0,76.0,16
1573,10874,81.0,76.0,25
1574,10875,82.0,76.0,19
1575,10876,83.0,76.0,25
1576,10877,84.0,76.0,19
1577,10878,85.0,76.0,29
1578,10879,86.0,76.0,8
1579,10880,87.0,76.0,7
1580,10881,88.0,76.0,18
1581,10882,89.0,76.0,18
1582,10883,90.0,76.0,11
1583,10884,91.0,76.0,1
1584,10885,92.0,76.0,2
1585,10886,93.0,76.0,5
1586,10887,94.0,76.0,17
1587,10888,95.0,76.0,9
1588,10889,96.0,76.0,55
1589,10890,97.0,76.0,20
1590,10891,98.0,76.0,50
1591,10892,99.0,76.0,43
1592,10893,100.0,76.0,46
1593,10894,101.0,76.0,51
1594,10895,102.0,76.0,12
1595,10896,103.0,76.0,6
1596,10936,1.0,77.0,2
1597,10942,7.0,77.0,1
1598,10947,12.0,77.0,2
1599,10952,17.0,77.0,4
1600,10960,25.0,77.0,4
1601,10965,30.0,77.0,3
1602,10966,31.0,77.0,30
1603,10967,32.0,77.0,7
1604,10974,39.0,77.0,4
1605,10985,50.0,77.0,2
1606,10986,51.0,77.0,3
1607,10988,53.0,77.0,3
1608,10989,54.0,77.0,9
1609,10990,55.0,77.0,30
1610,10991,56.0,77.0,9
1611,10992,57.0,77.0,4
1612,10993,58.0,77.0,39
1613,10994,59.0,77.0,15
1614,10995,60.0,77.0,19
1615,10996,61.0,77.0,19
1616,10997,62.0,77.0,12
1617,10998,63.0,77.0,21
1618,10999,64.0,77.0,5
1619,11000,65.0,77.0,14
1620,11001,66.0,77.0,13
1621,11002,67.0,77.0,10
1622,11003,68.0,77.0,4
1623,11004,69.0,77.0,14
1624,11005,70.0,77.0,11
1625,11006,71.0,77.0,7
1626,11007,72.0,77.0,12
1627,11008,73.0,77.0,13
1628,11009,74.0,77.0,12
1629,11010,75.0,77.0,13
1630,11011,76.0,77.0,6
1631,11012,77.0,77.0,34
1632,11013,78.0,77.0,28
1633,11014,79.0,77.0,27
1634,11015,80.0,77.0,29
1635,11016,81.0,77.0,18
1636,11017,82.0,77.0,45
1637,11018,83.0,77.0,11
1638,11019,84.0,77.0,14
1639,11020,85.0,77.0,17
1640,11021,86.0,77.0,14
1641,11022,87.0,77.0,13
1642,11023,88.0,77.0,31
1643,11024,89.0,77.0,22
1644,11025,90.0,77.0,17
1645,11026,91.0,77.0,7
1646,11027,92.0,77.0,5
1647,11028,93.0,77.0,30
1648,11029,94.0,77.0,15
1649,11030,95.0,77.0,32
1650,11031,96.0,77.0,26
1651,11032,97.0,77.0,26
1652,11033,98.0,77.0,24
1653,11034,99.0,77.0,42
1654,11035,100.0,77.0,46
1655,11036,101.0,77.0,70
1656,11037,102.0,77.0,6
1657,11038,103.0,77.0,12
1658,11089,12.0,78.0,1
1659,11090,13.0,78.0,9
1660,11094,17.0,78.0,5
1661,11096,19.0,78.0,6
1662,11097,20.0,78.0,2
1663,11098,21.0,78.0,5
1664,11105,28.0,78.0,2
1665,11107,30.0,78.0,13
1666,11108,31.0,78.0,9
1667,11110,33.0,78.0,3
1668,11113,36.0,78.0,2
1669,11117,40.0,78.0,17
1670,11119,42.0,78.0,2
1672,11122,45.0,78.0,2
1673,11127,50.0,78.0,3
1674,11128,51.0,78.0,7
1675,11130,53.0,78.0,6
1676,11131,54.0,78.0,54
1677,11132,55.0,78.0,13
1678,11133,56.0,78.0,2
1679,11135,58.0,78.0,37
1680,11136,59.0,78.0,14
1681,11137,60.0,78.0,2
1682,11138,61.0,78.0,20
1683,11139,62.0,78.0,11
1684,11140,63.0,78.0,51
1685,11141,64.0,78.0,35
1686,11142,65.0,78.0,17
1687,11143,66.0,78.0,66
1688,11144,67.0,78.0,8
1689,11145,68.0,78.0,4
1690,11146,69.0,78.0,42
1691,11147,70.0,78.0,19
1692,11148,71.0,78.0,15
1693,11149,72.0,78.0,12
1694,11150,73.0,78.0,4
1695,11151,74.0,78.0,27
1696,11152,75.0,78.0,16
1697,11153,76.0,78.0,16
1698,11154,77.0,78.0,31
1699,11155,78.0,78.0,29
1700,11156,79.0,78.0,27
1701,11157,80.0,78.0,28
1702,11158,81.0,78.0,13
1703,11159,82.0,78.0,20
1704,11161,84.0,78.0,3
1705,11162,85.0,78.0,16
1706,11163,86.0,78.0,27
1707,11164,87.0,78.0,42
1708,11165,88.0,78.0,23
1709,11166,89.0,78.0,15
1710,11167,90.0,78.0,18
1711,11168,91.0,78.0,22
1712,11169,92.0,78.0,3
1713,11170,93.0,78.0,18
1714,11171,94.0,78.0,28
1715,11172,95.0,78.0,51
1716,11173,96.0,78.0,35
1717,11174,97.0,78.0,41
1718,11175,98.0,78.0,13
1719,11176,99.0,78.0,22
1720,11177,100.0,78.0,28
1721,11178,101.0,78.0,32
1722,11179,102.0,78.0,6
1723,11180,103.0,78.0,5
1724,11222,3.0,79.0,1
1725,11224,5.0,79.0,1
1726,11238,19.0,79.0,6
1727,11241,22.0,79.0,3
1728,11243,24.0,79.0,1
1729,11245,26.0,79.0,2
1730,11250,31.0,79.0,2
1731,11251,32.0,79.0,6
1732,11252,33.0,79.0,3
1733,11253,34.0,79.0,6
1734,11259,40.0,79.0,5
1735,11270,51.0,79.0,7
1736,11271,52.0,79.0,8
1737,11272,53.0,79.0,33
1738,11273,54.0,79.0,48
1739,11274,55.0,79.0,19
1740,11275,56.0,79.0,17
1741,11276,57.0,79.0,2
1742,11277,58.0,79.0,47
1743,11278,59.0,79.0,9
1744,11280,61.0,79.0,2
1745,11281,62.0,79.0,10
1746,11282,63.0,79.0,80
1747,11283,64.0,79.0,9
1748,11284,65.0,79.0,4
1749,11285,66.0,79.0,49
1750,11286,67.0,79.0,59
1751,11287,68.0,79.0,28
1752,11288,69.0,79.0,15
1753,11289,70.0,79.0,6
1754,11290,71.0,79.0,29
1755,11291,72.0,79.0,16
1756,11292,73.0,79.0,12
1757,11293,74.0,79.0,33
1758,11294,75.0,79.0,14
1759,11295,76.0,79.0,29
1760,11296,77.0,79.0,41
1761,11297,78.0,79.0,14
1762,11298,79.0,79.0,30
1763,11299,80.0,79.0,18
1764,11300,81.0,79.0,6
1765,11301,82.0,79.0,8
1766,11302,83.0,79.0,8
1767,11303,84.0,79.0,8
1768,11304,85.0,79.0,9
1769,11305,86.0,79.0,28
1770,11306,87.0,79.0,18
1771,11307,88.0,79.0,20
1772,11308,89.0,79.0,35
1773,11309,90.0,79.0,20
1774,11310,91.0,79.0,23
1775,11311,92.0,79.0,23
1776,11312,93.0,79.0,14
1777,11313,94.0,79.0,11
1778,11314,95.0,79.0,26
1779,11315,96.0,79.0,42
1780,11316,97.0,79.0,33
1781,11317,98.0,79.0,25
1782,11318,99.0,79.0,16
1783,11319,100.0,79.0,19
1784,11320,101.0,79.0,62
1785,11321,102.0,79.0,5
1786,11322,103.0,79.0,21
1787,11323,104.0,79.0,10
1788,11377,16.0,80.0,10
1789,11382,21.0,80.0,2
1790,11385,24.0,80.0,10
1791,11389,28.0,80.0,6
1792,11390,29.0,80.0,2
1793,11393,32.0,80.0,4
1794,11397,36.0,80.0,4
1795,11401,40.0,80.0,21
1796,11414,53.0,80.0,18
1797,11415,54.0,80.0,7
1798,11416,55.0,80.0,12
1799,11417,56.0,80.0,9
1800,11418,57.0,80.0,18
1801,11419,58.0,80.0,3
1802,11420,59.0,80.0,5
1803,11421,60.0,80.0,3
1804,11422,61.0,80.0,6
1805,11423,62.0,80.0,14
1806,11424,63.0,80.0,9
1807,11425,64.0,80.0,8
1808,11426,65.0,80.0,19
1809,11427,66.0,80.0,12
1810,11428,67.0,80.0,18
1811,11429,68.0,80.0,2
1812,11430,69.0,80.0,11
1813,11431,70.0,80.0,11
1814,11432,71.0,80.0,17
1815,11433,72.0,80.0,12
1816,11434,73.0,80.0,16
1817,11435,74.0,80.0,2
1818,11436,75.0,80.0,11
1819,11437,76.0,80.0,58
1820,11438,77.0,80.0,18
1821,11439,78.0,80.0,4
1822,11440,79.0,80.0,23
1823,11441,80.0,80.0,14
1824,11442,81.0,80.0,20
1825,11443,82.0,80.0,31
1826,11444,83.0,80.0,28
1827,11445,84.0,80.0,17
1828,11446,85.0,80.0,59
1829,11447,86.0,80.0,24
1830,11448,87.0,80.0,49
