,source,target,weight
21162,10449,10866,1.0
21163,10580,10866,2.0
21164,10582,10866,1.0
21165,10587,10866,2.0
21166,10870,10866,1.0
21167,11001,10866,2.0
21168,11007,10866,1.0
21169,11008,10866,1.0
21170,11009,10866,1.0
21171,11143,10866,1.0
21172,11148,10866,1.0
21173,11151,10866,2.0
21174,11157,10866,2.0
21175,11727,10866,3.0
21176,9164,10869,1.0
21177,9592,10869,1.0
21178,9605,10869,1.0
21179,10035,10869,1.0
21180,10149,10869,2.0
21181,10584,10869,2.0
21182,10867,10869,1.0
21183,10870,10869,1.0
21184,10871,10869,1.0
21185,11012,10869,2.0
21186,11153,10869,1.0
21187,11155,10869,1.0
21188,11293,10869,1.0
21189,9164,10870,1.0
21190,9600,10870,1.0
21191,9744,10870,1.0
21192,10171,10870,1.0
21193,10285,10870,1.0
21194,10452,10870,1.0
21195,10585,10870,1.0
21196,10866,10870,1.0
21197,10868,10870,1.0
21198,10869,10870,4.0
21199,11012,10870,3.0
21200,11296,10870,1.0
21201,11297,10870,2.0
21202,11437,10870,1.0
21203,11438,10870,2.0
21204,9164,11165,1.0
21205,9604,11165,1.0
21206,10030,11165,1.0
21207,10309,11165,1.0
21208,11006,11165,1.0
21209,11014,11165,1.0
21210,11030,11165,1.0
21211,11164,11165,1.0
21212,11304,11165,1.0
21213,11307,11165,1.0
21214,11310,11165,1.0
21215,11311,11165,2.0
21216,11316,11165,1.0
21217,11450,11165,1.0
21218,11453,11165,1.0
21219,11456,11165,1.0
21220,11878,11165,2.0
21221,12299,11165,2.0
21222,12312,11165,1.0
21223,12448,11165,1.0
21224,9164,12032,1.0
21225,9746,12032,1.0
21226,11035,12032,1.0
21227,11320,12032,3.0
21228,11461,12032,1.0
21229,11747,12032,1.0
21230,12031,12032,1.0
21231,12598,12032,2.0
21232,12739,12032,1.0
21233,16991,12032,1.0
21234,9164,12293,1.0
21235,9451,12293,1.0
21236,9732,12293,1.0
21237,9887,12293,1.0
21238,10029,12293,1.0
21239,12006,12293,1.0
21240,12008,12293,1.0
21241,12011,12293,2.0
21242,12012,12293,1.0
21243,12013,12293,1.0
21244,12025,12293,3.0
21245,12283,12293,1.0
21246,12291,12293,2.0
21247,12292,12293,1.0
21248,12296,12293,1.0
21249,12435,12293,1.0
21250,12575,12293,2.0
21251,12578,12293,1.0
21252,13145,12293,1.0
21253,13847,12293,1.0
21254,9164,12738,1.0
21255,11455,12738,1.0
21256,11457,12738,1.0
21257,11461,12738,1.0
21258,12310,12738,1.0
21259,12315,12738,1.0
21260,12593,12738,1.0
21261,12596,12738,1.0
21262,12599,12738,2.0
21263,12737,12738,2.0
21264,12739,12738,2.0
21265,12877,12738,1.0
21266,12880,12738,1.0
21267,12882,12738,2.0
21268,13020,12738,1.0
21269,13023,12738,2.0
21270,13024,12738,1.0
21271,14014,12738,1.0
21272,9164,13011,1.0
21273,10852,13011,1.0
21274,11460,13011,1.0
21275,11578,13011,1.0
21276,11596,13011,1.0
21277,11860,13011,1.0
21278,12014,13011,1.0
21279,12300,13011,1.0
21280,12442,13011,1.0
21281,12443,13011,1.0
21282,12446,13011,1.0
21283,12455,13011,1.0
21284,12589,13011,1.0
21285,12722,13011,1.0
21286,12723,13011,3.0
21287,12727,13011,1.0
21288,12728,13011,1.0
21289,12869,13011,1.0
21290,13001,13011,1.0
21291,13010,13011,2.0
21292,13012,13011,2.0
21293,13018,13011,1.0
21294,13024,13011,1.0
21295,13143,13011,1.0
21296,13144,13011,1.0
21297,13151,13011,4.0
21298,13153,13011,1.0
21299,13154,13011,2.0
21300,13724,13011,1.0
21301,14152,13011,1.0
21302,14716,13011,2.0
21303,9164,14688,1.0
21304,11580,14688,1.0
21305,12293,14688,1.0
21306,13835,14688,2.0
21307,13979,14688,1.0
21308,14268,14688,1.0
21309,14398,14688,2.0
21310,14405,14688,1.0
21311,14407,14688,3.0
21312,14408,14688,1.0
21313,14534,14688,1.0
21314,14545,14688,4.0
21315,14559,14688,1.0
21316,14687,14688,5.0
21317,14693,14688,2.0
21318,14970,14688,1.0
21319,17108,14688,1.0
21320,9165,10326,1.0
21321,10467,10326,1.0
21322,10583,10326,1.0
21323,10893,10326,2.0
21324,11036,10326,1.0
21325,11601,10326,1.0
21326,11602,10326,1.0
21327,9165,11714,1.0
21328,11561,11714,1.0
21329,11983,11714,1.0
21330,9165,13291,1.0
21331,12579,13291,1.0
21332,12583,13291,1.0
21333,12723,13291,2.0
21334,13146,13291,1.0
21335,13148,13291,2.0
21336,13151,13291,1.0
21337,13290,13291,2.0
21338,13433,13291,1.0
21339,9165,14277,1.0
21340,9589,14277,1.0
21341,11580,14277,1.0
21342,13722,14277,1.0
21343,13991,14277,1.0
21344,14278,14277,1.0
21345,14426,14277,1.0
21346,9165,17257,1.0
21347,10569,17257,1.0
21348,12010,17257,2.0
21349,16107,17257,1.0
21350,17118,17257,1.0
21351,17250,17257,1.0
21352,9166,9875,1.0
21353,9447,9875,1.0
21354,9450,9875,1.0
21355,9728,9875,1.0
21356,9733,9875,3.0
21357,9743,9875,1.0
21358,9885,9875,1.0
21359,10166,9875,1.0
21360,10298,9875,1.0
21361,10584,9875,1.0
21362,9166,10597,1.0
21363,9167,10597,1.0
21364,10021,10597,1.0
21365,10140,10597,1.0
21366,10456,10597,3.0
21367,11449,10597,1.0
21368,11582,10597,1.0
21369,9166,10992,1.0
21370,9167,10992,2.0
21371,11127,10992,1.0
21372,9166,11434,1.0
21373,9726,11434,1.0
21374,10860,11434,1.0
21375,11273,11434,1.0
21376,11298,11434,1.0
21377,11435,11434,1.0
21378,11437,11434,2.0
21379,11443,11434,1.0
21380,11447,11434,1.0
21381,11575,11434,1.0
21382,11585,11434,1.0
21383,11723,11434,1.0
21384,11882,11434,1.0
21385,12004,11434,1.0
21386,12694,11434,1.0
21387,9166,14974,1.0
21388,12845,14974,1.0
21389,14409,14974,1.0
21390,14548,14974,2.0
21391,14972,14974,2.0
21392,14973,14974,2.0
21393,15396,14974,4.0
21394,9167,11718,1.0
21395,11433,11718,1.0
21396,11438,11718,2.0
21397,11717,11718,1.0
21398,11861,11718,1.0
21399,11864,11718,1.0
21400,12262,11718,5.0
21401,12315,11718,5.0
21402,12720,11718,1.0
21403,12874,11718,1.0
21404,13679,11718,1.0
21405,14447,11718,1.0
21406,16670,11718,1.0
21407,9167,14563,1.0
21408,11455,14563,1.0
21409,12717,14563,1.0
21410,14708,14563,1.0
21411,15131,14563,1.0
21412,15272,14563,2.0
21413,15416,14563,2.0
21414,15974,14563,1.0
21415,9168,10298,1.0
21416,9581,10298,1.0
21417,9743,10298,1.0
21418,9875,10298,1.0
21419,9888,10298,1.0
21420,10011,10298,1.0
21421,10155,10298,1.0
21422,10156,10298,1.0
21423,10157,10298,1.0
21424,10439,10298,1.0
21425,10440,10298,2.0
21426,10445,10298,1.0
21427,10572,10298,1.0
21428,10582,10298,2.0
21429,11294,10298,1.0
21430,12396,10298,1.0
21431,9168,10466,1.0
21432,10320,10466,1.0
21433,10465,10466,4.0
21434,10467,10466,4.0
21435,10608,10466,2.0
21436,10609,10466,1.0
21437,10610,10466,1.0
21438,10891,10466,1.0
21439,10892,10466,1.0
21440,11036,10466,2.0
21441,11309,10466,1.0
21442,11320,10466,4.0
21443,11460,10466,1.0
21444,12287,10466,1.0
21445,12588,10466,1.0
21446,12875,10466,1.0
21447,14014,10466,1.0
21448,9168,10871,1.0
21449,9604,10871,1.0
21450,9605,10871,1.0
21451,10018,10871,1.0
21452,10166,10871,1.0
21453,10306,10871,1.0
21454,10450,10871,1.0
21455,10587,10871,2.0
21456,10588,10871,1.0
21457,10869,10871,2.0
21458,10872,10871,2.0
21459,10891,10871,1.0
21460,11013,10871,2.0
21461,11153,10871,1.0
21462,11154,10871,1.0
21463,11170,10871,1.0
21464,11293,10871,1.0
21465,11451,10871,1.0
21466,9168,14665,1.0
21467,12851,14665,1.0
21468,14385,14665,2.0
21469,14386,14665,1.0
21470,9170,15527,1.0
21471,15101,15527,1.0
21472,16831,15527,1.0
21473,9171,13855,1.0
21474,9993,13855,1.0
21475,10156,13855,1.0
21476,10275,13855,1.0
21477,11425,13855,1.0
21478,11727,13855,1.0
21479,12006,13855,1.0
21480,12016,13855,1.0
21481,12025,13855,1.0
21482,12283,13855,1.0
21483,12296,13855,1.0
21484,12432,13855,1.0
21485,12441,13855,1.0
21486,12444,13855,1.0
21487,12589,13855,1.0
21488,12702,13855,1.0
21489,12718,13855,1.0
21490,12723,13855,1.0
21491,12739,13855,1.0
21492,12864,13855,1.0
21493,13148,13855,1.0
21494,13152,13855,1.0
21495,13410,13855,1.0
21496,13432,13855,1.0
21497,13689,13855,1.0
21498,13714,13855,1.0
21499,13716,13855,2.0
21500,13854,13855,1.0
21501,14108,13855,1.0
21502,14280,13855,1.0
21503,14422,13855,1.0
21504,14558,13855,1.0
21505,14700,13855,1.0
21506,14706,13855,1.0
21507,15259,13855,1.0
21508,15285,13855,1.0
21509,15419,13855,1.0
21510,15814,13855,1.0
21511,16391,13855,1.0
21512,16516,13855,1.0
21513,16830,13855,1.0
21514,16831,13855,1.0
21515,9172,9456,4.0
21516,9891,9456,1.0
21517,10169,9456,1.0
21518,10595,9456,1.0
21519,9172,9883,1.0
21520,9452,9883,2.0
21521,9458,9883,1.0
21522,9459,9883,1.0
21523,9604,9883,1.0
21524,9739,9883,1.0
21525,9868,9883,2.0
21526,9874,9883,4.0
21527,9880,9883,1.0
21528,10024,9883,1.0
21529,10025,9883,5.0
21530,10029,9883,1.0
21531,10033,9883,1.0
21532,10154,9883,2.0
21533,10163,9883,1.0
21534,10165,9883,2.0
21535,10169,9883,1.0
21536,11298,9883,1.0
21537,12723,9883,1.0
21538,9174,9455,2.0
21539,10435,9455,1.0
21540,9174,9878,1.0
21541,9599,9878,1.0
21542,9605,9878,1.0
21543,9732,9878,5.0
21544,9879,9878,1.0
21545,9880,9878,2.0
21546,9891,9878,1.0
21547,10020,9878,2.0
21548,10163,9878,1.0
21549,10171,9878,1.0
21550,10304,9878,1.0
21551,10873,9878,1.0
21552,10894,9878,1.0
21553,11036,9878,1.0
21554,9174,10032,1.0
21555,9459,10032,1.0
21556,9747,10032,1.0
21557,9889,10032,1.0
21558,10031,10032,1.0
21559,10033,10032,1.0
21560,10316,10032,1.0
21561,10317,10032,1.0
21562,10456,10032,1.0
21563,10457,10032,1.0
21564,10875,10032,1.0
21565,10889,10032,1.0
21566,10892,10032,1.0
21567,11025,10032,1.0
21568,11157,10032,1.0
21569,11460,10032,1.0
21570,9174,11177,1.0
21571,9446,11177,1.0
21572,10169,11177,1.0
21573,10609,11177,1.0
21574,10610,11177,1.0
21575,10893,11177,7.0
21576,10894,11177,1.0
21577,11034,11177,4.0
21578,11035,11177,1.0
21579,11176,11177,1.0
21580,11178,11177,1.0
21581,11316,11177,1.0
21582,11320,11177,3.0
21583,11600,11177,1.0
21584,11885,11177,1.0
21585,12024,11177,1.0
21586,12025,11177,1.0
21587,9175,10609,1.0
21588,9597,10609,1.0
21589,9888,10609,1.0
21590,10170,10609,2.0
21591,10182,10609,1.0
21592,10323,10609,2.0
21593,10466,10609,2.0
21594,10467,10609,2.0
21595,10468,10609,2.0
21596,10605,10609,3.0
21597,10608,10609,1.0
21598,10891,10609,1.0
21599,10893,10609,3.0
21600,10894,10609,2.0
21601,11013,10609,1.0
21602,11033,10609,1.0
21603,11034,10609,1.0
21604,11177,10609,1.0
21605,11178,10609,2.0
21606,11180,10609,1.0
21607,11320,10609,1.0
21608,11461,10609,1.0
21609,11602,10609,1.0
21610,11737,10609,1.0
21611,12310,10609,1.0
21612,13870,10609,2.0
21613,9175,13025,1.0
21614,11174,13025,1.0
21615,11462,13025,1.0
21616,11740,13025,2.0
21617,11745,13025,1.0
21618,11874,13025,1.0
21619,11878,13025,1.0
21620,11880,13025,1.0
21621,12027,13025,1.0
21622,12296,13025,1.0
21623,12449,13025,1.0
21624,12453,13025,1.0
21625,12590,13025,1.0
21626,12596,13025,1.0
21627,13165,13025,1.0
21628,13736,13025,1.0
21629,13741,13025,2.0
21630,15160,13025,2.0
21631,17014,13025,1.0
21632,9382,9802,1.0
21633,9383,9802,2.0
21634,9801,9802,2.0
21635,9853,9802,1.0
21636,9383,8969,1.0
21637,9383,10085,1.0
21638,10084,10085,2.0
21639,9383,10378,1.0
21640,9383,10942,1.0
21641,9386,8394,3.0
21642,9386,8958,1.0
21643,9386,9128,1.0
21644,13853,9128,1.0
21645,9388,10985,2.0
21646,9402,9120,1.0
21647,9402,11097,2.0
21648,9412,12267,1.0
21649,10564,12267,1.0
21650,11274,12267,1.0
21651,11277,12267,1.0
21652,11842,12267,1.0
21653,11983,12267,1.0
21654,11993,12267,1.0
21655,12001,12267,1.0
21656,12410,12267,1.0
21657,13679,12267,1.0
21658,16993,12267,1.0
21659,9413,11861,1.0
21660,9600,11861,1.0
21661,10153,11861,1.0
21662,10170,11861,1.0
21663,10287,11861,1.0
21664,10424,11861,1.0
21665,10452,11861,1.0
21666,11017,11861,1.0
21667,11282,11861,1.0
21668,11437,11861,2.0
21669,11580,11861,1.0
21670,11718,11861,1.0
21671,11719,11861,1.0
21672,11857,11861,1.0
21673,11860,11861,1.0
21674,11870,11861,1.0
21675,12287,11861,2.0
21676,12291,11861,1.0
21677,12422,11861,1.0
21678,12429,11861,1.0
21679,12716,11861,1.0
21680,12851,11861,3.0
21681,12978,11861,1.0
21682,13140,11861,1.0
21683,13147,11861,1.0
21684,13289,11861,1.0
21685,13313,11861,1.0
21686,14559,11861,1.0
21687,14674,11861,1.0
21688,17141,11861,1.0
21689,18105,11861,1.0
21690,9426,9144,1.0
21691,9582,9144,1.0
21692,9426,9571,1.0
21693,9428,9571,1.0
21694,9429,9571,1.0
21695,9568,9571,1.0
21696,9581,9571,1.0
21697,9709,9571,1.0
21698,9710,9571,1.0
21699,9719,9571,1.0
21700,9852,9571,1.0
21701,9854,9571,1.0
21702,10138,9571,1.0
21703,10280,9571,1.0
21704,10293,9571,2.0
21705,13144,9571,1.0
21706,9426,11719,1.0
21707,9595,11719,1.0
21708,10324,11719,1.0
21709,10431,11719,1.0
21710,10439,11719,1.0
21711,10467,11719,1.0
21712,10854,11719,1.0
21713,10874,11719,2.0
21714,11107,11719,1.0
21715,11146,11719,1.0
21716,11155,11719,1.0
21717,11167,11719,1.0
21718,11298,11719,1.0
21719,11573,11719,2.0
21720,11700,11719,1.0
21721,11724,11719,1.0
21722,11859,11719,1.0
21723,11861,11719,2.0
21724,12000,11719,1.0
21725,12001,11719,1.0
21726,12011,11719,2.0
21727,12025,11719,1.0
21728,12298,11719,1.0
21729,12428,11719,1.0
21730,12433,11719,1.0
21731,12579,11719,1.0
21732,12586,11719,1.0
21733,12587,11719,1.0
21734,12707,11719,1.0
21735,12861,11719,1.0
21736,12993,11719,1.0
21737,13444,11719,1.0
21738,14954,11719,1.0
21739,9426,11980,1.0
21740,10994,11980,1.0
21741,10999,11980,1.0
21742,11127,11980,1.0
21743,11401,11980,1.0
21744,11841,11980,3.0
21745,12530,11980,2.0
21746,12546,11980,1.0
21747,12548,11980,1.0
21748,12832,11980,2.0
21749,12838,11980,1.0
21750,13821,11980,1.0
21751,9426,13678,1.0
21752,12421,13678,1.0
21753,12540,13678,1.0
21754,12548,13678,1.0
21755,12832,13678,1.0
21756,12835,13678,1.0
21757,12963,13678,3.0
21758,12966,13678,1.0
21759,13108,13678,1.0
21760,13390,13678,1.0
21761,13392,13678,1.0
21762,13393,13678,1.0
21763,13394,13678,1.0
21764,13675,13678,1.0
21765,13677,13678,9.0
21766,13679,13678,1.0
21767,13683,13678,1.0
21768,13820,13678,3.0
21769,13821,13678,1.0
21770,14252,13678,2.0
21771,14385,13678,1.0
21772,14386,13678,4.0
21773,14523,13678,2.0
21774,14536,13678,1.0
21775,14670,13678,1.0
21776,15101,13678,1.0
21777,9427,9001,1.0
21778,9852,9001,1.0
21779,10138,9001,1.0
21780,11701,9001,1.0
21781,11710,9001,1.0
21782,9427,9570,4.0
21783,9568,9570,1.0
21784,9852,9570,1.0
21785,9427,9573,1.0
21786,9711,9573,1.0
21787,9427,9710,4.0
21788,9445,9710,1.0
21789,9568,9710,1.0
21790,9711,9710,1.0
21791,9712,9710,1.0
21792,9852,9710,4.0
21793,9992,9710,1.0
21794,10136,9710,1.0
21795,9427,10022,1.0
21796,9460,10022,1.0
21797,9572,10022,1.0
21798,9880,10022,1.0
21799,9995,10022,1.0
21800,10018,10022,1.0
21801,10311,10022,1.0
21802,11156,10022,1.0
21803,11282,10022,1.0
21804,11290,10022,1.0
21805,11580,10022,1.0
21806,11708,10022,1.0
21807,9427,10134,1.0
21808,9429,10134,1.0
21809,10138,10134,5.0
21810,9427,11000,1.0
21811,9448,11000,1.0
21812,10427,11000,1.0
21813,10856,11000,1.0
21814,11135,11000,2.0
21815,11140,11000,1.0
21816,11143,11000,2.0
21817,11277,11000,1.0
21818,11706,11000,1.0
21819,12293,11000,1.0
21820,12425,11000,2.0
21821,9427,11023,1.0
21822,9752,11023,1.0
21823,9889,11023,2.0
21824,10315,11023,1.0
21825,10319,11023,3.0
21826,10436,11023,1.0
21827,10456,11023,1.0
21828,10590,11023,1.0
21829,10606,11023,1.0
21830,10881,11023,3.0
21831,10882,11023,1.0
21832,11024,11023,1.0
21833,11027,11023,1.0
21834,11151,11023,1.0
21835,11164,11023,3.0
21836,11167,11023,1.0
21837,11306,11023,2.0
21838,11453,11023,1.0
21839,11873,11023,1.0
21840,12446,11023,1.0
21841,12734,11023,1.0
21842,13145,11023,1.0
21843,13706,11023,1.0
21844,9427,12701,1.0
21845,10137,12701,1.0
21846,11841,12701,2.0
21847,12445,12701,1.0
21848,12563,12701,1.0
21849,12702,12701,2.0
21850,12707,12701,1.0
21851,12840,12701,1.0
21852,12843,12701,1.0
21853,13855,12701,1.0
21854,14409,12701,2.0
21855,14693,12701,1.0
21856,9427,13263,1.0
21857,11178,13263,1.0
21858,12724,13263,1.0
21859,13120,13263,1.0
21860,13407,13263,1.0
21861,13412,13263,1.0
21862,14688,13263,1.0
21863,9429,8575,1.0
21864,9429,9141,1.0
21865,9994,9141,1.0
21866,10149,9141,2.0
21867,11131,9141,1.0
21868,9429,11136,1.0
21869,9605,11136,1.0
21870,10137,11136,1.0
21871,10285,11136,1.0
21872,10573,11136,1.0
21873,10574,11136,1.0
21874,10852,11136,1.0
21875,10853,11136,1.0
21876,10857,11136,1.0
21877,11282,11136,1.0
21878,11561,11136,1.0
21879,12269,11136,3.0
21880,9429,12419,1.0
21881,10169,12419,1.0
21882,10986,12419,1.0
21883,11285,12419,1.0
21884,11425,12419,1.0
21885,11426,12419,1.0
21886,11428,12419,1.0
21887,11567,12419,1.0
21888,11709,12419,2.0
21889,11988,12419,1.0
21890,11994,12419,2.0
21891,12277,12419,2.0
21892,12288,12419,2.0
21893,12432,12419,3.0
21894,12559,12419,1.0
21895,12562,12419,2.0
21896,12563,12419,1.0
21897,12572,12419,1.0
21898,12573,12419,1.0
21899,12588,12419,1.0
21900,12668,12419,1.0
21901,12843,12419,1.0
21902,12845,12419,1.0
21903,12851,12419,1.0
21904,12857,12419,1.0
21905,12858,12419,1.0
21906,13272,12419,1.0
21907,13413,12419,1.0
21908,13715,12419,1.0
21909,14558,12419,1.0
21910,9429,12978,1.0
21911,11274,12978,2.0
21912,11983,12978,1.0
21913,12692,12978,1.0
21914,12835,12978,4.0
21915,12836,12978,1.0
21916,12838,12978,3.0
21917,12979,12978,5.0
21918,13119,12978,1.0
21919,13122,12978,2.0
21920,13407,12978,1.0
21921,13690,12978,1.0
21922,16546,12978,1.0
21923,9430,8294,1.0
21924,9567,8294,1.0
21925,9998,8294,1.0
21926,9430,15256,1.0
21927,13265,15256,1.0
21928,13393,15256,1.0
21929,14408,15256,1.0
21930,14539,15256,1.0
21931,14546,15256,1.0
21932,14553,15256,1.0
21933,14554,15256,2.0
21934,14687,15256,1.0
21935,14691,15256,1.0
21936,14695,15256,1.0
21937,14698,15256,1.0
21938,14972,15256,1.0
21939,14977,15256,1.0
21940,15116,15256,2.0
21941,15134,15256,1.0
21942,15257,15256,2.0
21943,15258,15256,1.0
21944,15259,15256,1.0
21945,15397,15256,2.0
21946,15398,15256,1.0
21947,15400,15256,2.0
21948,15401,15256,1.0
21949,15683,15256,1.0
21950,15822,15256,1.0
21951,16391,15256,1.0
21952,16690,15256,1.0
21953,16831,15256,1.0
21954,17372,15256,1.0
21955,9433,11176,1.0
21956,10603,11176,1.0
21957,10605,11176,1.0
21958,10606,11176,1.0
21959,11034,11176,1.0
21960,11035,11176,3.0
21961,11174,11176,1.0
21962,11175,11176,1.0
21963,11177,11176,1.0
21964,11315,11176,1.0
21965,11317,11176,2.0
21966,11459,11176,1.0
21967,11461,11176,1.0
21968,11744,11176,2.0
21969,11886,11176,1.0
21970,12312,11176,1.0
21971,12703,11176,1.0
21972,18739,11176,1.0
21973,9433,13676,1.0
21974,13245,13676,1.0
21975,13677,13676,4.0
21976,9434,12704,1.0
21977,11285,12704,1.0
21978,13958,12704,1.0
21979,9434,13661,1.0
21980,9434,13964,1.0
21981,11993,13964,1.0
21982,12277,13964,1.0
21983,9435,9744,1.0
21984,9459,9744,1.0
21985,9601,9744,2.0
21986,9743,9744,4.0
21987,10302,9744,3.0
21988,10305,9744,1.0
21989,10455,9744,1.0
21990,10870,9744,1.0
21991,11023,9744,1.0
21992,11158,9744,1.0
21993,9435,12974,1.0
21994,11135,12974,2.0
21995,12546,12974,1.0
21996,12824,12974,2.0
21997,12835,12974,2.0
21998,12838,12974,2.0
21999,13677,12974,2.0
22000,9436,10446,1.0
22001,9749,10446,1.0
22002,9880,10446,1.0
22003,10027,10446,1.0
22004,10309,10446,1.0
22005,10445,10446,1.0
22006,10450,10446,3.0
22007,10588,10446,1.0
22008,10589,10446,1.0
22009,11138,10446,1.0
22010,11287,10446,1.0
22011,9437,12022,1.0
22012,10285,12022,1.0
22013,10461,12022,1.0
22014,10894,12022,1.0
22015,11036,12022,1.0
22016,11308,12022,1.0
22017,11312,12022,1.0
22018,11319,12022,1.0
22019,11460,12022,1.0
22020,11594,12022,3.0
22021,11719,12022,1.0
22022,11740,12022,1.0
22023,11873,12022,1.0
22024,11876,12022,3.0
22025,11877,12022,1.0
22026,11880,12022,4.0
22027,11882,12022,1.0
22028,11884,12022,1.0
22029,11887,12022,1.0
22030,12023,12022,1.0
22031,12024,12022,2.0
22032,12282,12022,1.0
22033,12305,12022,1.0
22034,12310,12022,1.0
22035,12443,12022,1.0
22036,12591,12022,2.0
22037,12592,12022,1.0
22038,12723,12022,1.0
22039,12725,12022,1.0
22040,12732,12022,1.0
22041,12739,12022,1.0
22042,13022,12022,1.0
22043,13151,12022,1.0
22044,18738,12022,1.0
22045,9437,12964,1.0
22046,11983,12964,1.0
22047,12240,12964,1.0
22048,13393,12964,2.0
22049,13661,12964,1.0
22050,14519,12964,1.0
22051,15672,12964,1.0
22052,9441,12583,1.0
22053,11461,12583,1.0
22054,11734,12583,2.0
22055,11879,12583,1.0
22056,12299,12583,1.0
22057,12440,12583,1.0
22058,12542,12583,1.0
22059,12582,12583,1.0
22060,12724,12583,1.0
22061,12875,12583,1.0
22062,13291,12583,1.0
22063,13300,12583,1.0
22064,9442,9730,1.0
22065,9584,9730,2.0
22066,9587,9730,1.0
22067,9740,9730,1.0
22068,10463,9730,1.0
22069,10604,9730,1.0
22070,10866,9730,1.0
22071,10889,9730,3.0
22072,10891,9730,1.0
22073,11320,9730,1.0
22074,9443,9442,1.0
22075,9585,9442,2.0
22076,9730,9442,1.0
22077,10024,9442,1.0
22078,9443,10863,1.0
22079,10435,10863,1.0
22080,10437,10863,1.0
22081,10447,10863,1.0
22082,10579,10863,1.0
22083,10580,10863,1.0
22084,11004,10863,1.0
22085,11005,10863,1.0
22086,11286,10863,1.0
22087,15006,10863,1.0
22088,9444,14291,1.0
22089,12845,14291,1.0
22090,12855,14291,1.0
22091,13716,14291,1.0
22092,14292,14291,1.0
22093,14434,14291,1.0
22094,14436,14291,1.0
22095,14440,14291,1.0
22096,14999,14291,2.0
22097,15002,14291,1.0
22098,9448,12448,1.0
22099,10609,12448,1.0
22100,10864,12448,1.0
22101,11165,12448,1.0
22102,11455,12448,1.0
22103,11579,12448,1.0
22104,11592,12448,1.0
22105,11600,12448,1.0
22106,11871,12448,1.0
22107,11876,12448,1.0
22108,11882,12448,2.0
22109,11889,12448,1.0
22110,12020,12448,1.0
22111,12022,12448,1.0
22112,12027,12448,1.0
22113,12301,12448,2.0
22114,12305,12448,1.0
22115,12306,12448,1.0
22116,12308,12448,2.0
22117,12446,12448,1.0
22118,12447,12448,3.0
22119,12449,12448,3.0
22120,12450,12448,2.0
22121,12567,12448,1.0
22122,12590,12448,5.0
22123,12591,12448,7.0
22124,12593,12448,1.0
22125,12733,12448,2.0
22126,12868,12448,1.0
22127,12873,12448,1.0
22128,12875,12448,1.0
22129,12876,12448,1.0
22130,13016,12448,1.0
22131,13017,12448,1.0
22132,13143,12448,1.0
22133,14447,12448,1.0
22134,9450,14401,1.0
22135,12845,14401,1.0
22136,9451,10168,1.0
22137,10020,10168,2.0
22138,10027,10168,1.0
22139,10033,10168,1.0
22140,10167,10168,1.0
22141,10170,10168,1.0
22142,10308,10168,1.0
22143,10310,10168,1.0
22144,10311,10168,1.0
22145,10445,10168,1.0
22146,10452,10168,1.0
22147,10876,10168,2.0
22148,11152,10168,1.0
22149,11437,10168,2.0
22150,11585,10168,1.0
22151,9451,12561,1.0
22152,10307,12561,1.0
22153,11286,12561,1.0
22154,11566,12561,2.0
22155,12276,12561,1.0
22156,12419,12561,1.0
22157,12423,12561,1.0
22158,12563,12561,1.0
22159,12700,12561,1.0
22160,12703,12561,3.0
22161,12836,12561,2.0
22162,12845,12561,1.0
22163,9451,13287,1.0
22164,13015,13287,1.0
22165,13150,13287,1.0
22166,13286,13287,1.0
22167,13860,13287,1.0
22168,14143,13287,3.0
22169,14282,13287,1.0
22170,14706,13287,1.0
22171,9452,9882,2.0
22172,9589,9882,1.0
22173,9597,9882,1.0
22174,9739,9882,1.0
22175,9740,9882,1.0
22176,9849,9882,1.0
22177,9854,9882,1.0
22178,9880,9882,1.0
22179,10023,9882,1.0
22180,10024,9882,1.0
22181,10029,9882,1.0
22182,10422,9882,2.0
22183,10423,9882,2.0
22184,10445,9882,2.0
22185,10569,9882,1.0
22186,11021,9882,1.0
22187,13015,9882,1.0
22188,9452,9886,4.0
22189,9745,9886,1.0
22190,9881,9886,1.0
22191,9887,9886,4.0
22192,10029,9886,1.0
22193,10030,9886,1.0
22194,10175,9886,1.0
22195,10461,9886,2.0
22196,10585,9886,1.0
22197,10587,9886,1.0
22198,10589,9886,1.0
22199,10595,9886,1.0
22200,10893,9886,1.0
22201,11001,9886,1.0
22202,11143,9886,1.0
22203,11296,9886,1.0
22204,11316,9886,1.0
22205,11725,9886,1.0
22206,11736,9886,1.0
22207,9452,10593,1.0
22208,9459,10593,1.0
22209,9888,10593,1.0
22210,10452,10593,1.0
22211,10594,10593,1.0
22212,10850,10593,1.0
22213,10876,10593,1.0
22214,11294,10593,1.0
22215,14575,10593,1.0
22216,9452,12291,1.0
22217,9586,12291,1.0
22218,9605,12291,1.0
22219,9722,12291,1.0
22220,11298,12291,1.0
22221,11446,12291,1.0
22222,11706,12291,2.0
22223,11707,12291,1.0
22224,11724,12291,2.0
22225,11729,12291,1.0
22226,11853,12291,1.0
22227,11864,12291,1.0
22228,11865,12291,1.0
22229,11867,12291,2.0
22230,12006,12291,3.0
22231,12007,12291,3.0
22232,12008,12291,1.0
22233,12009,12291,2.0
22234,12010,12291,1.0
22235,12283,12291,1.0
22236,12288,12291,1.0
22237,12290,12291,16.0
