,source,target,weight
2709,8172,7461,1.0
2710,8314,7461,1.0
2711,8592,7461,1.0
2712,8595,7461,1.0
2713,9151,7461,2.0
2714,9451,7461,1.0
2715,10170,7461,1.0
2716,11857,7461,2.0
2717,12725,7461,1.0
2718,5317,2187,1.0
2719,5317,3457,1.0
2720,5317,5446,1.0
2721,5317,8580,1.0
2722,7723,8580,1.0
2723,9005,8580,1.0
2724,5319,8882,1.0
2725,6322,8882,1.0
2726,9164,8882,1.0
2727,9855,8882,1.0
2728,9998,8882,1.0
2729,5325,7750,1.0
2730,6035,7750,1.0
2731,7463,7750,1.0
2732,7465,7750,7.0
2733,7466,7750,2.0
2734,7604,7750,1.0
2735,7606,7750,1.0
2736,7607,7750,2.0
2737,7608,7750,4.0
2738,7748,7750,5.0
2739,7749,7750,7.0
2740,8034,7750,1.0
2741,8172,7750,1.0
2742,8174,7750,2.0
2743,8177,7750,1.0
2744,8309,7750,1.0
2745,8460,7750,1.0
2746,8461,7750,2.0
2747,9998,7750,1.0
2748,10036,7750,1.0
2749,10862,7750,1.0
2750,5327,11440,1.0
2751,8738,11440,1.0
2752,8744,11440,1.0
2753,9454,11440,1.0
2754,10297,11440,1.0
2755,10440,11440,1.0
2756,11014,11440,1.0
2757,11285,11440,1.0
2758,11434,11440,1.0
2759,11582,11440,2.0
2760,11728,11440,1.0
2761,11870,11440,1.0
2762,12291,11440,1.0
2763,12718,11440,1.0
2764,12719,11440,1.0
2765,12857,11440,1.0
2766,12860,11440,2.0
2767,13016,11440,1.0
2768,14262,11440,1.0
2769,14431,11440,1.0
2770,14580,11440,1.0
2771,5328,5611,1.0
2772,5470,5611,3.0
2773,5328,8873,1.0
2774,8590,8873,1.0
2775,8870,8873,1.0
2776,8871,8873,1.0
2777,9016,8873,1.0
2778,9018,8873,1.0
2779,9159,8873,1.0
2780,9585,8873,1.0
2781,9713,8873,1.0
2782,5433,9714,1.0
2783,6309,9714,1.0
2784,9713,9714,1.0
2785,9996,9714,1.0
2786,9999,9714,1.0
2787,10137,9714,1.0
2788,11698,9714,1.0
2789,12716,9714,1.0
2790,5436,7702,1.0
2791,11385,7702,1.0
2792,5436,8281,2.0
2793,6988,8281,1.0
2794,7714,8281,1.0
2795,7983,8281,2.0
2796,7997,8281,5.0
2797,7999,8281,2.0
2798,8000,8281,1.0
2799,8131,8281,1.0
2800,8134,8281,1.0
2801,8137,8281,2.0
2802,8138,8281,3.0
2803,8139,8281,4.0
2804,8268,8281,2.0
2805,8270,8281,1.0
2806,8272,8281,2.0
2807,8276,8281,4.0
2808,8278,8281,2.0
2809,8279,8281,1.0
2810,8283,8281,3.0
2811,8285,8281,1.0
2812,8424,8281,2.0
2813,8551,8281,1.0
2814,8567,8281,1.0
2815,8692,8281,1.0
2816,8696,8281,1.0
2817,8979,8281,1.0
2818,5459,2621,1.0
2819,5459,7305,1.0
2820,7297,7305,2.0
2821,7729,7305,1.0
2822,10004,7305,1.0
2823,5459,7457,1.0
2824,7037,7457,1.0
2825,7173,7457,1.0
2826,7310,7457,1.0
2827,7458,7457,1.0
2828,7459,7457,1.0
2829,7460,7457,1.0
2830,7462,7457,1.0
2831,7464,7457,1.0
2832,7582,7457,1.0
2833,7603,7457,1.0
2834,7604,7457,1.0
2835,7605,7457,2.0
2836,7606,7457,4.0
2837,7750,7457,1.0
2838,8024,7457,1.0
2839,8316,7457,1.0
2840,8453,7457,4.0
2841,8598,7457,1.0
2842,8859,7457,1.0
2843,8880,7457,1.0
2844,9600,7457,1.0
2845,9604,7457,1.0
2846,9605,7457,1.0
2847,9888,7457,1.0
2848,10447,7457,1.0
2849,10600,7457,1.0
2850,13998,7457,1.0
2851,5459,8445,1.0
2852,5469,7313,1.0
2853,6177,7313,2.0
2854,7309,7313,1.0
2855,7459,7313,2.0
2856,7466,7313,1.0
2857,8024,7313,1.0
2858,8025,7313,1.0
2859,8162,7313,1.0
2860,9016,7313,1.0
2861,9453,7313,1.0
2862,5470,5615,2.0
2863,6035,5615,2.0
2864,8166,5615,1.0
2865,9866,5615,1.0
2866,5470,5753,1.0
2867,5892,5753,2.0
2868,5893,5753,1.0
2869,6035,5753,1.0
2870,6608,5753,1.0
2871,6750,5753,1.0
2872,6878,5753,1.0
2873,7037,5753,2.0
2874,7603,5753,1.0
2875,8447,5753,1.0
2876,9447,5753,1.0
2877,9605,5753,2.0
2878,5470,6325,1.0
2879,6322,6325,1.0
2880,6606,6325,1.0
2881,6608,6325,1.0
2882,6609,6325,3.0
2883,6610,6325,3.0
2884,6751,6325,1.0
2885,6754,6325,3.0
2886,7165,6325,1.0
2887,7179,6325,1.0
2888,7460,6325,2.0
2889,10887,6325,1.0
2890,5470,6745,1.0
2891,5470,8166,1.0
2892,5615,8166,1.0
2893,5893,8166,1.0
2894,7432,8166,1.0
2895,7461,8166,1.0
2896,7463,8166,1.0
2897,7582,8166,1.0
2898,7740,8166,4.0
2899,8163,8166,1.0
2900,8167,8166,1.0
2901,8170,8166,2.0
2902,8307,8166,1.0
2903,8309,8166,2.0
2904,8312,8166,1.0
2905,8447,8166,1.0
2906,8450,8166,4.0
2907,8452,8166,2.0
2908,8592,8166,2.0
2909,8594,8166,1.0
2910,8734,8166,1.0
2911,8741,8166,1.0
2912,9009,8166,1.0
2913,9019,8166,1.0
2914,10012,8166,1.0
2915,10444,8166,1.0
2916,5473,6040,1.0
2917,6039,6040,2.0
2918,6608,6040,4.0
2919,8452,6040,1.0
2920,5473,6172,1.0
2921,6169,6172,1.0
2922,5473,6182,4.0
2923,5898,6182,2.0
2924,9592,6182,1.0
2925,5569,5003,2.0
2926,5569,6857,1.0
2927,6717,6857,1.0
2928,7991,6857,1.0
2929,8010,6857,1.0
2930,8133,6857,1.0
2931,8414,6857,2.0
2932,5575,5291,1.0
2933,5577,5291,1.0
2934,5576,5578,1.0
2935,5577,5578,1.0
2936,7565,5578,1.0
2937,8133,5578,1.0
2938,8269,5578,1.0
2939,8417,5578,1.0
2940,5576,7987,1.0
2941,7135,7987,2.0
2942,7716,7987,1.0
2943,7734,7987,1.0
2944,7998,7987,1.0
2945,8128,7987,2.0
2946,8271,7987,1.0
2947,8409,7987,2.0
2948,8415,7987,1.0
2949,8421,7987,1.0
2950,8695,7987,1.0
2951,8836,7987,1.0
2952,8976,7987,1.0
2953,8984,7987,1.0
2954,9005,7987,1.0
2955,10102,7987,1.0
2956,13793,7987,1.0
2957,5576,8419,1.0
2958,7995,8419,1.0
2959,8138,8419,4.0
2960,8278,8419,2.0
2961,8412,8419,1.0
2962,8697,8419,1.0
2963,8732,8419,2.0
2964,9451,8419,1.0
2965,9535,8419,1.0
2966,9678,8419,2.0
2967,14375,8419,1.0
2968,5577,603,1.0
2969,5577,4720,1.0
2970,5717,4720,2.0
2971,7996,4720,1.0
2972,5577,4869,1.0
2973,5577,5575,1.0
2974,5577,7565,1.0
2975,6989,7565,1.0
2976,7422,7565,1.0
2977,7991,7565,1.0
2978,8125,7565,1.0
2979,8128,7565,2.0
2980,8133,7565,1.0
2981,8268,7565,2.0
2982,8282,7565,1.0
2983,8416,7565,1.0
2984,8422,7565,2.0
2985,9019,7565,1.0
2986,5577,7716,1.0
2987,7432,7716,3.0
2988,7439,7716,1.0
2989,7576,7716,2.0
2990,7718,7716,1.0
2991,7985,7716,1.0
2992,7987,7716,1.0
2993,7991,7716,2.0
2994,7995,7716,1.0
2995,8128,7716,2.0
2996,8135,7716,1.0
2997,8137,7716,1.0
2998,8138,7716,1.0
2999,8139,7716,1.0
3000,8142,7716,1.0
3001,8284,7716,1.0
3002,8567,7716,1.0
3003,8695,7716,1.0
3004,9592,7716,1.0
3005,11566,7716,1.0
3006,5577,7991,1.0
3007,5870,7991,1.0
3008,6705,7991,1.0
3009,6845,7991,1.0
3010,6865,7991,1.0
3011,6988,7991,1.0
3012,7273,7991,1.0
3013,7278,7991,3.0
3014,7555,7991,3.0
3015,7988,7991,1.0
3016,7993,7991,4.0
3017,7999,7991,1.0
3018,8125,7991,1.0
3019,8128,7991,2.0
3020,8133,7991,2.0
3021,8137,7991,3.0
3022,8141,7991,2.0
3023,8240,7991,1.0
3024,8269,7991,2.0
3025,8270,7991,1.0
3026,8271,7991,1.0
3027,8273,7991,2.0
3028,8275,7991,2.0
3029,8277,7991,1.0
3030,8278,7991,1.0
3031,8279,7991,1.0
3032,8281,7991,1.0
3033,8415,7991,1.0
3034,8551,7991,1.0
3035,8554,7991,1.0
3036,8565,7991,2.0
3037,8698,7991,1.0
3038,8843,7991,2.0
3039,9125,7991,1.0
3040,12528,7991,1.0
3041,5577,8127,1.0
3042,6989,8127,1.0
3043,7130,8127,1.0
3044,7988,8127,1.0
3045,7991,8127,2.0
3046,7996,8127,1.0
3047,8126,8127,1.0
3048,8128,8127,6.0
3049,8269,8127,2.0
3050,8273,8127,1.0
3051,8275,8127,1.0
3052,8277,8127,1.0
3053,8409,8127,1.0
3054,8551,8127,1.0
3055,8553,8127,2.0
3056,8554,8127,1.0
3057,8555,8127,1.0
3058,8556,8127,2.0
3059,8695,8127,1.0
3060,8696,8127,1.0
3061,8837,8127,1.0
3062,8973,8127,1.0
3063,9006,8127,1.0
3064,9680,8127,1.0
3065,5577,8551,2.0
3066,6565,8551,1.0
3067,6683,8551,1.0
3068,6988,8551,2.0
3069,6989,8551,1.0
3070,7437,8551,1.0
3071,7560,8551,1.0
3072,7983,8551,1.0
3073,7986,8551,2.0
3074,7996,8551,2.0
3075,8126,8551,3.0
3076,8128,8551,2.0
3077,8129,8551,1.0
3078,8131,8551,1.0
3079,8267,8551,1.0
3080,8268,8551,1.0
3081,8269,8551,2.0
3082,8275,8551,1.0
3083,8409,8551,3.0
3084,8410,8551,2.0
3085,8412,8551,2.0
3086,8414,8551,1.0
3087,8415,8551,1.0
3088,8552,8551,1.0
3089,8553,8551,1.0
3090,8554,8551,1.0
3091,8691,8551,1.0
3092,8692,8551,6.0
3093,8693,8551,4.0
3094,8694,8551,6.0
3095,8695,8551,7.0
3096,8696,8551,3.0
3097,8700,8551,2.0
3098,8829,8551,1.0
3099,8833,8551,1.0
3100,8835,8551,3.0
3101,8838,8551,1.0
3102,8839,8551,2.0
3103,8840,8551,2.0
3104,8969,8551,1.0
3105,8980,8551,1.0
3106,8982,8551,4.0
3107,8984,8551,1.0
3108,9090,8551,1.0
3109,9127,8551,1.0
3110,9382,8551,1.0
3111,9414,8551,1.0
3112,9802,8551,2.0
3113,11393,8551,1.0
3114,11521,8551,1.0
3115,11983,8551,1.0
3116,12244,8551,1.0
3117,5578,8269,1.0
3118,6845,8269,2.0
3119,7416,8269,1.0
3120,7985,8269,1.0
3121,7991,8269,2.0
3122,8125,8269,1.0
3123,8126,8269,2.0
3124,8127,8269,3.0
3125,8128,8269,2.0
3126,8268,8269,4.0
3127,8270,8269,1.0
3128,8271,8269,1.0
3129,8273,8269,3.0
3130,8409,8269,1.0
3131,8411,8269,2.0
3132,8412,8269,1.0
3133,8555,8269,2.0
3134,8692,8269,1.0
3135,8695,8269,1.0
3136,8696,8269,1.0
3137,8739,8269,1.0
3138,8833,8269,2.0
3139,8980,8269,1.0
3140,9124,8269,1.0
3141,12526,8269,1.0
3142,13655,8269,2.0
3143,5578,8694,1.0
3144,6565,8694,1.0
3145,7434,8694,1.0
3146,7437,8694,1.0
3147,7584,8694,1.0
3148,7989,8694,1.0
3149,8127,8694,1.0
3150,8128,8694,2.0
3151,8132,8694,1.0
3152,8137,8694,6.0
3153,8268,8694,4.0
3154,8270,8694,1.0
3155,8271,8694,1.0
3156,8409,8694,1.0
3157,8412,8694,1.0
3158,8415,8694,1.0
3159,8417,8694,1.0
3160,8551,8694,3.0
3161,8552,8694,1.0
3162,8692,8694,1.0
3163,8693,8694,2.0
3164,8695,8694,3.0
3165,8696,8694,4.0
3166,8826,8694,2.0
3167,8833,8694,3.0
3168,8835,8694,1.0
3169,8836,8694,1.0
3170,8839,8694,5.0
3171,8840,8694,1.0
3172,8879,8694,1.0
3173,8976,8694,3.0
3174,8982,8694,3.0
3175,9402,8694,1.0
3176,11663,8694,3.0
3177,5611,6609,1.0
3178,6035,6609,1.0
3179,6040,6609,1.0
3180,6183,6609,1.0
3181,6325,6609,4.0
3182,6326,6609,5.0
3183,6606,6609,1.0
3184,6608,6609,3.0
3185,6610,6609,3.0
3186,6750,6609,1.0
3187,6752,6609,5.0
3188,6756,6609,1.0
3189,6893,6609,1.0
3190,6894,6609,1.0
3191,6895,6609,1.0
3192,7037,6609,1.0
3193,7458,6609,1.0
3194,7460,6609,1.0
3195,7462,6609,1.0
3196,7463,6609,1.0
3197,7603,6609,2.0
3198,7606,6609,1.0
3199,7748,6609,1.0
3200,8031,6609,1.0
3201,8170,6609,1.0
3202,8589,6609,1.0
3203,12298,6609,1.0
3204,5611,7594,1.0
3205,7455,7594,1.0
3206,8028,7594,1.0
3207,9869,7594,1.0
3208,10160,7594,1.0
3209,5614,5898,1.0
3210,6182,5898,2.0
3211,6183,5898,1.0
3212,7318,5898,1.0
3213,5615,8600,1.0
3214,7607,8600,1.0
3215,7747,8600,1.0
3216,8029,8600,2.0
3217,8449,8600,1.0
3218,8460,8600,1.0
3219,8598,8600,1.0
3220,8601,8600,1.0
3221,8603,8600,1.0
3222,8741,8600,1.0
3223,8881,8600,1.0
3224,5615,9160,1.0
3225,6327,9160,1.0
3226,8170,9160,1.0
3227,8453,9160,1.0
3228,8593,9160,1.0
3229,8734,9160,1.0
3230,8736,9160,1.0
3231,8876,9160,2.0
3232,8881,9160,1.0
3233,9017,9160,2.0
3234,9018,9160,3.0
3235,9019,9160,2.0
3236,9021,9160,1.0
3237,9154,9160,1.0
3238,9157,9160,1.0
3239,9158,9160,1.0
3240,9161,9160,1.0
3241,9162,9160,1.0
3242,9163,9160,1.0
3243,9164,9160,1.0
3244,9167,9160,1.0
3245,9444,9160,2.0
3246,9445,9160,5.0
3247,9448,9160,2.0
3248,9452,9160,1.0
3249,9457,9160,2.0
3250,9584,9160,3.0
3251,9586,9160,2.0
3252,9587,9160,3.0
3253,9588,9160,1.0
3254,9589,9160,2.0
3255,9592,9160,3.0
3256,9594,9160,1.0
3257,9604,9160,1.0
3258,9719,9160,1.0
3259,9870,9160,2.0
3260,9893,9160,1.0
3261,10012,9160,1.0
3262,10154,9160,1.0
3263,12703,9160,1.0
3264,12851,9160,1.0
3265,14689,9160,1.0
3266,5617,5758,1.0
3267,5892,5758,1.0
3268,9712,5758,1.0
3269,5617,5759,1.0
3270,6608,5759,1.0
3271,9999,5759,1.0
3272,5617,5900,1.0
3273,5897,5900,1.0
3274,5617,9018,1.0
3275,6607,9018,1.0
3276,7437,9018,1.0
3277,8593,9018,2.0
3278,8594,9018,1.0
3279,8721,9018,1.0
3280,8733,9018,2.0
3281,8738,9018,1.0
3282,8875,9018,4.0
3283,8876,9018,3.0
3284,9016,9018,1.0
3285,9019,9018,2.0
3286,9020,9018,3.0
3287,9152,9018,2.0
3288,9158,9018,2.0
3289,9160,9018,2.0
3290,9161,9018,2.0
3291,9163,9018,1.0
3292,9432,9018,1.0
3293,9443,9018,1.0
3294,9584,9018,1.0
3295,9586,9018,3.0
3296,9589,9018,1.0
3297,9605,9018,1.0
3298,9732,9018,1.0
3299,9733,9018,1.0
3300,10012,9018,3.0
3301,10439,9018,1.0
3302,10853,9018,1.0
3303,10854,9018,1.0
3304,10990,9018,1.0
3305,11012,9018,1.0
3306,11148,9018,2.0
3307,11164,9018,1.0
3308,11580,9018,1.0
3309,12705,9018,1.0
3310,12711,9018,1.0
3311,14490,9018,1.0
3312,14545,9018,1.0
3313,5705,5851,1.0
3314,6571,5851,1.0
3315,6988,5851,1.0
3316,5705,5993,3.0
3317,5718,7278,1.0
3318,6982,7278,1.0
3319,8127,7278,2.0
3320,8130,7278,1.0
3321,8273,7278,3.0
3322,8423,7278,1.0
3323,5718,7433,1.0
3324,8426,7433,1.0
3325,8726,7433,1.0
3326,9568,7433,1.0
3327,5718,14697,1.0
3328,11017,14697,2.0
3329,11036,14697,1.0
3330,12441,14697,1.0
3331,14698,14697,1.0
3332,14982,14697,2.0
3333,15126,14697,1.0
3334,15292,14697,1.0
3335,15966,14697,1.0
3336,18452,14697,1.0
3337,5719,5856,3.0
3338,8139,5856,2.0
3339,8277,5856,1.0
3340,5719,8693,1.0
3341,7110,8693,1.0
3342,7991,8693,1.0
3343,7998,8693,1.0
3344,8128,8693,1.0
3345,8268,8693,2.0
3346,8269,8693,1.0
3347,8407,8693,2.0
3348,8409,8693,3.0
3349,8410,8693,1.0
3350,8412,8693,1.0
3351,8416,8693,1.0
3352,8551,8693,3.0
3353,8552,8693,2.0
3354,8553,8693,1.0
3355,8692,8693,2.0
3356,8694,8693,2.0
3357,8695,8693,8.0
3358,8829,8693,1.0
3359,8833,8693,1.0
3360,8835,8693,4.0
3361,8836,8693,1.0
3362,8839,8693,1.0
3363,8976,8693,1.0
3364,9099,8693,1.0
3365,9381,8693,1.0
3366,9536,8693,1.0
3367,10029,8693,1.0
3368,10248,8693,3.0
3369,10293,8693,1.0
3370,5730,8138,1.0
3371,6283,8138,1.0
3372,6847,8138,1.0
3373,6988,8138,2.0
3374,6989,8138,1.0
3375,7131,8138,1.0
3376,7283,8138,1.0
3377,7322,8138,1.0
3378,7571,8138,1.0
3379,7572,8138,2.0
3380,7580,8138,1.0
3381,7713,8138,1.0
3382,7714,8138,1.0
3383,7716,8138,1.0
3384,7987,8138,1.0
3385,7995,8138,1.0
3386,7996,8138,3.0
3387,7997,8138,1.0
3388,8020,8138,1.0
3389,8136,8138,1.0
3390,8137,8138,4.0
3391,8139,8138,8.0
3392,8140,8138,1.0
3393,8277,8138,2.0
3394,8278,8138,3.0
3395,8279,8138,4.0
3396,8281,8138,4.0
3397,8286,8138,1.0
3398,8414,8138,2.0
3399,8416,8138,2.0
3400,8419,8138,3.0
3401,8558,8138,1.0
3402,8566,8138,1.0
3403,8695,8138,1.0
3404,8696,8138,1.0
3405,8830,8138,1.0
3406,8833,8138,1.0
3407,8839,8138,1.0
3408,8843,8138,1.0
3409,9126,8138,1.0
3410,9583,8138,1.0
3411,14286,8138,1.0
3412,5745,12858,1.0
3413,10596,12858,1.0
3414,11580,12858,1.0
3415,12289,12858,1.0
3416,12293,12858,1.0
3417,12446,12858,1.0
3418,12567,12858,1.0
3419,12576,12858,1.0
3420,12688,12858,1.0
3421,12714,12858,1.0
3422,12716,12858,1.0
3423,12718,12858,1.0
3424,12848,12858,1.0
3425,12855,12858,1.0
3426,12857,12858,4.0
3427,12863,12858,1.0
3428,12997,12858,1.0
3429,12999,12858,5.0
3430,13001,12858,1.0
3431,13133,12858,1.0
3432,13143,12858,1.0
3433,14546,12858,1.0
3434,15255,12858,2.0
3435,15683,12858,1.0
3436,5745,13428,1.0
3437,10170,13428,1.0
3438,13148,13428,1.0
3439,13714,13428,1.0
3440,13856,13428,3.0
3441,13986,13428,1.0
3442,13997,13428,1.0
3443,5751,5750,1.0
3444,6605,5750,1.0
3445,5751,6750,1.0
3446,5892,6750,1.0
3447,5893,6750,1.0
3448,6327,6750,2.0
3449,6606,6750,4.0
3450,6609,6750,2.0
3451,6610,6750,2.0
3452,6752,6750,1.0
3453,6754,6750,1.0
3454,7034,6750,2.0
3455,7037,6750,1.0
3456,7747,6750,1.0
3457,8881,6750,1.0
3458,9163,6750,1.0
3459,9605,6750,1.0
3460,9888,6750,1.0
3461,10149,6750,1.0
3462,5751,7460,2.0
3463,6609,7460,1.0
3464,7037,7460,2.0
3465,7322,7460,1.0
3466,7456,7460,2.0
3467,7458,7460,3.0
3468,7463,7460,2.0
3469,7466,7460,1.0
3470,7604,7460,1.0
3471,7606,7460,3.0
3472,7736,7460,1.0
3473,7747,7460,1.0
3474,8168,7460,1.0
3475,8172,7460,2.0
3476,8744,7460,1.0
3477,9028,7460,1.0
3478,9581,7460,1.0
3479,11007,7460,1.0
3480,5751,9866,1.0
3481,8733,9866,5.0
3482,9160,9866,1.0
3483,9164,9866,1.0
3484,9588,9866,1.0
3485,9719,9866,3.0
3486,9867,9866,2.0
3487,9868,9866,1.0
3488,10029,9866,1.0
3489,10149,9866,1.0
3490,10151,9866,1.0
3491,10288,9866,1.0
3492,10289,9866,1.0
3493,10291,9866,1.0
3494,11019,9866,1.0
3495,5751,10150,1.0
3496,8447,10150,1.0
3497,10009,10150,1.0
3498,10149,10150,2.0
3499,10151,10150,1.0
3500,10152,10150,1.0
3501,10567,10150,2.0
3502,5751,12421,1.0
3503,7708,12421,1.0
3504,8268,12421,1.0
3505,9003,12421,1.0
3506,10287,12421,1.0
3507,10994,12421,1.0
3508,11139,12421,1.0
3509,11736,12421,1.0
3510,12273,12421,1.0
3511,12419,12421,1.0
3512,12563,12421,2.0
3513,12705,12421,1.0
3514,12707,12421,1.0
3515,13389,12421,1.0
3516,13707,12421,1.0
3517,14531,12421,2.0
3518,5751,12716,1.0
3519,7996,12716,1.0
3520,8451,12716,1.0
3521,9714,12716,1.0
3522,9746,12716,1.0
3523,10879,12716,1.0
3524,11010,12716,1.0
3525,11446,12716,1.0
3526,11861,12716,1.0
3527,11864,12716,1.0
3528,12011,12716,3.0
3529,12446,12716,1.0
3530,12572,12716,3.0
3531,12573,12716,1.0
3532,12574,12716,5.0
3533,12575,12716,4.0
3534,12711,12716,2.0
3535,12715,12716,1.0
3536,12851,12716,1.0
3537,12858,12716,1.0
3538,12859,12716,1.0
3539,12861,12716,1.0
3540,12880,12716,1.0
3541,12996,12716,1.0
3542,13003,12716,1.0
3543,13140,12716,1.0
3544,13143,12716,1.0
3545,13146,12716,2.0
3546,13299,12716,1.0
3547,13422,12716,1.0
3548,13716,12716,1.0
3549,15680,12716,1.0
3550,18855,12716,1.0
3551,5752,5751,1.0
3552,6035,5751,1.0
3553,6177,5751,1.0
3554,6327,5751,1.0
3555,6750,5751,1.0
3556,7460,5751,1.0
3557,9861,5751,1.0
3558,9866,5751,1.0
3559,11280,5751,1.0
3560,12421,5751,1.0
3561,12716,5751,1.0
3562,5752,5892,2.0
3563,5753,5892,3.0
3564,5893,5892,1.0
3565,6038,5892,1.0
3566,8873,5892,1.0
3567,9018,5892,1.0
3568,5752,5897,1.0
3569,6183,5897,1.0
3570,6611,5897,1.0
3571,7010,5897,1.0
3572,8170,5897,1.0
3573,8583,5897,1.0
3574,8601,5897,1.0
3575,9444,5897,1.0
3576,12861,5897,1.0
3577,5752,8456,1.0
3578,5754,8456,1.0
3579,6608,8456,1.0
3580,7318,8456,1.0
3581,7461,8456,2.0
3582,7466,8456,1.0
3583,7604,8456,1.0
3584,7734,8456,1.0
3585,7749,8456,1.0
3586,8024,8456,1.0
3587,8031,8456,1.0
3588,8171,8456,1.0
3589,8172,8456,2.0
3590,8313,8456,1.0
3591,8314,8456,1.0
3592,8316,8456,1.0
3593,8317,8456,1.0
3594,8447,8456,1.0
3595,8454,8456,1.0
3596,8455,8456,1.0
3597,8457,8456,2.0
3598,8459,8456,1.0
3599,8598,8456,8.0
3600,8599,8456,1.0
3601,8600,8456,1.0
3602,8601,8456,1.0
3603,8604,8456,1.0
3604,8739,8456,1.0
3605,8741,8456,2.0
3606,8742,8456,1.0
3607,9164,8456,1.0
3608,9458,8456,1.0
3609,9594,8456,1.0
3610,9604,8456,1.0
3611,9724,8456,1.0
3612,9731,8456,1.0
3613,11293,8456,1.0
3614,11876,8456,1.0
3615,12001,8456,1.0
3616,12999,8456,1.0
3617,5753,6608,1.0
3618,6035,6608,1.0
3619,6040,6608,1.0
3620,6041,6608,1.0
3621,6042,6608,2.0
3622,6180,6608,1.0
3623,6183,6608,1.0
3624,6188,6608,1.0
3625,6324,6608,3.0
3626,6325,6608,1.0
3627,6607,6608,1.0
3628,6609,6608,1.0
3629,6610,6608,3.0
3630,6611,6608,2.0
3631,6615,6608,1.0
3632,6750,6608,1.0
3633,6751,6608,2.0
3634,6752,6608,1.0
3635,6753,6608,1.0
3636,6756,6608,3.0
3637,7036,6608,1.0
3638,7165,6608,1.0
3639,7177,6608,2.0
3640,7316,6608,1.0
3641,7460,6608,2.0
3642,7461,6608,1.0
3643,7462,6608,1.0
3644,7463,6608,1.0
3645,7466,6608,1.0
3646,8028,6608,1.0
3647,8174,6608,1.0
3648,8175,6608,1.0
3649,8320,6608,1.0
3650,8456,6608,2.0
3651,8457,6608,1.0
3652,9604,6608,1.0
3653,10172,6608,1.0
3654,5753,6878,1.0
3655,5753,8447,1.0
3656,7153,8447,2.0
3657,7456,8447,1.0
3658,7458,8447,1.0
3659,7715,8447,2.0
3660,7723,8447,1.0
3661,8007,8447,2.0
3662,8157,8447,1.0
3663,8302,8447,1.0
3664,8307,8447,1.0
3665,8448,8447,1.0
3666,8451,8447,1.0
3667,8453,8447,1.0
3668,8456,8447,1.0
3669,8592,8447,1.0
3670,8880,8447,1.0
3671,9013,8447,1.0
3672,9145,8447,6.0
3673,9582,8447,2.0
3674,9583,8447,1.0
3675,9733,8447,1.0
3676,10009,8447,1.0
3677,10150,8447,1.0
3678,5753,9017,1.0
3679,6283,9017,1.0
3680,6608,9017,1.0
3681,6756,9017,1.0
3682,7606,9017,1.0
3683,8299,9017,1.0
3684,8724,9017,1.0
3685,8733,9017,2.0
3686,8867,9017,1.0
3687,8876,9017,1.0
3688,8888,9017,1.0
3689,9012,9017,1.0
3690,9014,9017,1.0
3691,9018,9017,1.0
3692,9019,9017,1.0
3693,9151,9017,1.0
3694,9161,9017,2.0
3695,9162,9017,1.0
3696,9165,9017,2.0
3697,9583,9017,1.0
3698,9584,9017,3.0
3699,9586,9017,1.0
3700,9597,9017,1.0
3701,9731,9017,1.0
3702,10441,9017,4.0
3703,13291,9017,1.0
3704,13729,9017,1.0
3705,14937,9017,1.0
3706,5753,9447,1.0
3707,8032,9447,1.0
3708,9020,9447,1.0
3709,9441,9447,1.0
3710,9450,9447,1.0
3711,9590,9447,1.0
3712,10017,9447,1.0
3713,10029,9447,1.0
3714,10161,9447,2.0
3715,10169,9447,1.0
3716,10433,9447,1.0
3717,11580,9447,1.0
3718,12556,9447,1.0
3719,5753,9605,2.0
3720,6752,9605,2.0
3721,7037,9605,1.0
3722,7457,9605,2.0
3723,7574,9605,2.0
3724,8312,9605,1.0
3725,8316,9605,1.0
3726,8317,9605,1.0
3727,8596,9605,1.0
3728,8867,9605,1.0
3729,8871,9605,2.0
3730,9003,9605,1.0
3731,9018,9605,1.0
3732,9020,9605,1.0
3733,9031,9605,1.0
3734,9125,9605,2.0
3735,9154,9605,1.0
3736,9157,9605,1.0
3737,9160,9605,1.0
3738,9171,9605,1.0
3739,9172,9605,2.0
3740,9174,9605,2.0
3741,9441,9605,1.0
3742,9461,9605,1.0
3743,9462,9605,1.0
3744,9586,9605,1.0
3745,9589,9605,1.0
3746,9590,9605,1.0
3747,9592,9605,1.0
3748,9599,9605,2.0
3749,9603,9605,2.0
3750,9604,9605,11.0
3751,9606,9605,2.0
3752,9719,9605,1.0
3753,9725,9605,1.0
3754,9733,9605,1.0
3755,9742,9605,4.0
3756,9745,9605,1.0
3757,9746,9605,2.0
3758,9747,9605,3.0
3759,9748,9605,2.0
3760,9860,9605,1.0
3761,9861,9605,2.0
3762,9878,9605,1.0
3763,9884,9605,1.0
3764,9886,9605,1.0
3765,10025,9605,1.0
3766,10029,9605,1.0
3767,10036,9605,1.0
3768,10154,9605,2.0
3769,10158,9605,2.0
3770,10167,9605,1.0
3771,10168,9605,1.0
3772,10170,9605,2.0
3773,10279,9605,1.0
3774,10280,9605,1.0
3775,10291,9605,1.0
3776,10305,9605,1.0
3777,10307,9605,1.0
3778,10312,9605,1.0
3779,10430,9605,1.0
3780,10443,9605,2.0
3781,10444,9605,1.0
3782,10445,9605,1.0
3783,10465,9605,1.0
3784,10467,9605,2.0
